character_name,book_id,uid,character_first_name,character_second_name,character_third_name,,,,,,,,
john sedgwick,10647,,john,sedgwick,,,,,,,,,
jonathan russell,10647,,jonathan,russell,,,,,,,,,
madison,10647,,madison,,,,,,,,,,
thaddeus stevens,10647,,thaddeus,stevens,,,,,,,,,
zwingli,10647,,zwingli,,,,,,,,,,
roeber,10647,,roeber,,,,,,,,,,
fugitive slave bill,10647,,fugitive,slave,bill,,,,,,,,
parton,10647,,parton,,,,,,,,,,
louis philippe,10647,,louis,philippe,,,,,,,,,
gentry,10647,,gentry,,,,,,,,,,
john p  hale,10647,,john,p,,hale,,,,,,,
erskine,10647,,erskine,,,,,,,,,,
spruce mccay,10647,,spruce,mccay,,,,,,,,,
thomas j  jackson,10647,,thomas,j,,jackson,,,,,,,
pitt fessenden,10647,,pitt,fessenden,,,,,,,,,
e  benjamin andrews,10647,,e,,benjamin,andrews,,,,,,,
allen,10647,,allen,,,,,,,,,,
longstreet,10647,,longstreet,,,,,,,,,,
john law,10647,,john,law,,,,,,,,,
william lewis,10647,,william,lewis,,,,,,,,,
a  taft,10647,,a,,taft,,,,,,,,
john adair,10647,,john,adair,,,,,,,,,
vera cruz,10647,,vera,cruz,,,,,,,,,
duff green,10647,,duff,green,,,,,,,,,
mcpherson,10647,,mcpherson,,,,,,,,,,
stephen girard,10647,,stephen,girard,,,,,,,,,
salmon p  chase,10647,,salmon,p,,chase,,,,,,,
pemberton,10647,,pemberton,,,,,,,,,,
hardee,10647,,hardee,,,,,,,,,,
stoddard,10647,,stoddard,,,,,,,,,,
douglas his,10647,,douglas,his,,,,,,,,,
william lloyd garrison,10647,,william,lloyd,garrison,,,,,,,,
montgomery blair,10647,,montgomery,blair,,,,,,,,,
george wythe,10647,,george,wythe,,,,,,,,,
joseph hooker,10647,,joseph,hooker,,,,,,,,,
simon cameron,10647,,simon,cameron,,,,,,,,,
r y  hayne,10647,,r,y,,hayne,,,,,,,
sargent,10647,,sargent,,,,,,,,,,
gen beaugar,10647,,gen,beaugar,,,,,,,,,
hugh,10647,,hugh,,,,,,,,,,
upshur,10647,,upshur,,,,,,,,,,
gideon welles,10647,,gideon,welles,,,,,,,,,
edward pakenham,10647,,edward,pakenham,,,,,,,,,
r c  winthrop,10647,,r,c,,winthrop,,,,,,,
daniel stone,10647,,daniel,stone,,,,,,,,,
hull,10647,,hull,,,,,,,,,,
mcduffee,10647,,mcduffee,,,,,,,,,,
edward a  pollard,10647,,edward,a,,pollard,,,,,,,
frederick charles,10647,,frederick,charles,,,,,,,,,
knapp,10647,,knapp,,,,,,,,,,
hooker lee,10647,,hooker,lee,,,,,,,,,
gibbons,10647,,gibbons,,,,,,,,,,
charles marshall,10647,,charles,marshall,,,,,,,,,
w e  sumner,10647,,w,e,,sumner,,,,,,,
japhet,10647,,japhet,,,,,,,,,,
lynn,10647,,lynn,,,,,,,,,,
nicholas biddle,10647,,nicholas,biddle,,,,,,,,,
ambrose e  burnside,10647,,ambrose,e,,burnside,,,,,,,
lionel lee,10647,,lionel,lee,,,,,,,,,
william h  seward,10647,,william,h,,seward,,,,,,,
outmanoeuvres hooker,10647,,outmanoeuvres,hooker,,,,,,,,,
shawanoc,10647,,shawanoc,,,,,,,,,,
thomas malory,10647,,thomas,malory,,,,,,,,,
donelson,10647,,donelson,,,,,,,,,,
hannibal hamlin,10647,,hannibal,hamlin,,,,,,,,,
martin van buren,10647,,martin,van,buren,,,,,,,,
alcibiades,10647,,alcibiades,,,,,,,,,,
morgan,10647,,morgan,,,,,,,,,,
evarts,10647,,evarts,,,,,,,,,,
davy crockett,10647,,davy,crockett,,,,,,,,,
r d  hitchcock,10647,,r,d,,hitchcock,,,,,,,
nicholas biddle isaac hill,10647,,nicholas,biddle,isaac,hill,,,,,,,
charles sumner,10647,,charles,sumner,,,,,,,,,
ingham,10647,,ingham,,,,,,,,,,
gen lee,10647,,gen,lee,,,,,,,,,
samuel,10647,,samuel,,,,,,,,,,
southerners calhoun,10647,,southerners,calhoun,,,,,,,,,
george b  mcclellan,10647,,george,b,,mcclellan,,,,,,,
nicolay,10647,,nicolay,,,,,,,,,,
petersburg,10647,,petersburg,,,,,,,,,,
bragg,10647,,bragg,,,,,,,,,,
amos kendall,10647,,amos,kendall,,,,,,,,,
george e  pickett,10647,,george,e,,pickett,,,,,,,
james k  polk,10647,,james,k,,polk,,,,,,,
stephen t  logan,10647,,stephen,t,,logan,,,,,,,
c  lanman,10647,,c,,lanman,,,,,,,,
kansas nebraska bill,10647,,kansas,nebraska,bill,,,,,,,,
callicratidas,10647,,callicratidas,,,,,,,,,,
john pope,10647,,john,pope,,,,,,,,,
carl schurz,10647,,carl,schurz,,,,,,,,,
baker,10647,,baker,,,,,,,,,,
ewing,10647,,ewing,,,,,,,,,,
commodore foote,10647,,commodore,foote,,,,,,,,,
john marshall,10647,,john,marshall,,,,,,,,,
avery,10647,,avery,,,,,,,,,,
peter harvey,10647,,peter,harvey,,,,,,,,,
contreras,10647,,contreras,,,,,,,,,,
charles dickinson,10647,,charles,dickinson,,,,,,,,,
rufus choate,10647,,rufus,choate,,,,,,,,,
mcclellan burnside,10647,,mcclellan,burnside,,,,,,,,,
duane,10647,,duane,,,,,,,,,,
lovejoy,10647,,lovejoy,,,,,,,,,,
pinkney,10647,,pinkney,,,,,,,,,,
john calhoun,10647,,john,calhoun,,,,,,,,,
bunker hill,10647,,bunker,hill,,,,,,,,,
bryant,10647,,bryant,,,,,,,,,,
harrison,10647,,harrison,,,,,,,,,,
richard lee,10647,,richard,lee,,,,,,,,,
john codman ropes,10647,,john,codman,ropes,,,,,,,,
andrew jackson,10647,,andrew,jackson,,,,,,,,,
tecumseh massacre,10647,,tecumseh,massacre,,,,,,,,,
bunker hill edward everett,10647,,bunker,hill,edward,everett,,,,,,,
polk clay,10647,,polk,clay,,,,,,,,,
howard,10647,,howard,,,,,,,,,,
jean lafitte,10647,,jean,lafitte,,,,,,,,,
jeremiah mason,10647,,jeremiah,mason,,,,,,,,,
david wilmot,10647,,david,wilmot,,,,,,,,,
wilmot proviso,10647,,wilmot,proviso,,,,,,,,,
mcdowell,10647,,mcdowell,,,,,,,,,,
warren,10647,,warren,,,,,,,,,,
l  woods,10647,,l,,woods,,,,,,,,
edward bates,10647,,edward,bates,,,,,,,,,
letcher,10647,,letcher,,,,,,,,,,
isaac hill,10647,,isaac,hill,,,,,,,,,
dan sickles,10647,,dan,sickles,,,,,,,,,
f  webster,10647,,f,,webster,,,,,,,,
pope mcclellan,10647,,pope,mcclellan,,,,,,,,,
hood,10647,,hood,,,,,,,,,,
granger,10647,,granger,,,,,,,,,,
webster birth,10647,,webster,birth,,,,,,,,,
otho,10647,,otho,,,,,,,,,,
moses austin,10647,,moses,austin,,,,,,,,,
horace greeley,10647,,horace,greeley,,,,,,,,,
william wirt,10647,,william,wirt,,,,,,,,,
jeremiah smith,10647,,jeremiah,smith,,,,,,,,,
jupiter tonans,10647,,jupiter,tonans,,,,,,,,,
ormsby m  mitchell,10647,,ormsby,m,,mitchell,,,,,,,
van buren,10647,,van,buren,,,,,,,,,
saunders,10647,,saunders,,,,,,,,,,
jefferson davis fort sumter war lincoln,10647,,jefferson,davis,fort,sumter,war,lincoln,,,,,
tallmadge,10647,,tallmadge,,,,,,,,,,
henry ward beecher,10647,,henry,ward,beecher,,,,,,,,
morse,10647,,morse,,,,,,,,,,
john caldwell calhoun,10647,,john,caldwell,calhoun,,,,,,,,
carroll,10647,,carroll,,,,,,,,,,
philip sidney,10647,,philip,sidney,,,,,,,,,
john c  frémont,10647,,john,c,,frémont,,,,,,,
w p  trent,10647,,w,p,,trent,,,,,,,
von holst,10647,,von,holst,,,,,,,,,
james buchanan,10647,,james,buchanan,,,,,,,,,
von moltke,10647,,von,moltke,,,,,,,,,
william sullivan,10647,,william,sullivan,,,,,,,,,
albert sidney johnston,10647,,albert,sidney,johnston,,,,,,,,
albert gallatin,10647,,albert,gallatin,,,,,,,,,
lewis cass,10647,,lewis,cass,,,,,,,,,
henry lee,10647,,henry,lee,,,,,,,,,
chevalier bayard,10647,,chevalier,bayard,,,,,,,,,
george m  dallas,10647,,george,m,,dallas,,,,,,,
shah,10647,,shah,,,,,,,,,,
joe hooker,10647,,joe,hooker,,,,,,,,,
fitz john porter,10647,,fitz,john,porter,,,,,,,,
stephen douglas,10647,,stephen,douglas,,,,,,,,,
john quincy adams,10647,,john,quincy,adams,,,,,,,,
robert e  lee,10647,,robert,e,,lee,,,,,,,
weems,10647,,weems,,,,,,,,,,
halleck,10647,,halleck,,,,,,,,,,
shem,10647,,shem,,,,,,,,,,
franklin pierce,10647,,franklin,pierce,,,,,,,,,
stonewall jackson,10647,,stonewall,jackson,,,,,,,,,
theodore parker,10647,,theodore,parker,,,,,,,,,
curtis,10647,,curtis,,,,,,,,,,
garnett,10647,,garnett,,,,,,,,,,
joshua r  giddings,10647,,joshua,r,,giddings,,,,,,,
walter ii,10647,,walter,ii,,,,,,,,,
jay,10647,,jay,,,,,,,,,,
jubal a  early,10647,,jubal,a,,early,,,,,,,
bull run,10647,,bull,run,,,,,,,,,
preston brooks,10647,,preston,brooks,,,,,,,,,
reynolds,10647,,reynolds,,,,,,,,,,
ulysses s  grant,10647,,ulysses,s,,grant,,,,,,,
eaton,10647,,eaton,,,,,,,,,,
von hoist,10647,,von,hoist,,,,,,,,,
elizabeth,10647,,elizabeth,,,,,,,,,,
b f  butler,10647,,b,f,,butler,,,,,,,
nathan bedford forrest,10647,,nathan,bedford,forrest,,,,,,,,
g s  hillard,10647,,g,s,,hillard,,,,,,,
james a  bayard,10647,,james,a,,bayard,,,,,,,
mary randolph custis,10647,,mary,randolph,custis,,,,,,,,
william h  herndon,10647,,william,h,,herndon,,,,,,,
george c  meade,10647,,george,c,,meade,,,,,,,
jefferson davis,10647,,jefferson,davis,,,,,,,,,
ulysses grant,10647,,ulysses,grant,,,,,,,,,
adams jackson,10647,,adams,jackson,,,,,,,,,
francis c  lowell,10647,,francis,c,,lowell,,,,,,,
joshua leavitt,10647,,joshua,leavitt,,,,,,,,,
buckner thurston,10647,,buckner,thurston,,,,,,,,,
gilbert stuart,10647,,gilbert,stuart,,,,,,,,,
fort barrancas,10647,,fort,barrancas,,,,,,,,,
lincoln chase,10647,,lincoln,chase,,,,,,,,,
frank blair,10647,,frank,blair,,,,,,,,,
rives,10647,,rives,,,,,,,,,,
dred scott,10647,,dred,scott,,,,,,,,,
winfield scott,10647,,winfield,scott,,,,,,,,,
edward livingston,10647,,edward,livingston,,,,,,,,,
joseph e  johnston,10647,,joseph,e,,johnston,,,,,,,
eugene,10647,,eugene,,,,,,,,,,
prophet,10647,,prophet,,,,,,,,,,
stephen a  douglas,10647,,stephen,a,,douglas,,,,,,,
cold harbor,10647,,cold,harbor,,,,,,,,,
rosecrans,10647,,rosecrans,,,,,,,,,,
john tyler,10647,,john,tyler,,,,,,,,,
sheridan,10647,,sheridan,,,,,,,,,,
william b  lewis,10647,,william,b,,lewis,,,,,,,
thurlow,10647,,thurlow,,,,,,,,,,
mary todd,10647,,mary,todd,,,,,,,,,
john c  calhoun,10647,,john,c,,calhoun,,,,,,,
e  lee child,10647,,e,,lee,child,,,,,,,
benedek,10647,,benedek,,,,,,,,,,
a p  hill,10647,,a,p,,hill,,,,,,,
roger b  taney,10647,,roger,b,,taney,,,,,,,
william hamilton,10647,,william,hamilton,,,,,,,,,
frederic the great,10647,,frederic,the,great,,,,,,,,
ambruter,10647,,ambruter,,,,,,,,,,
crittenden,10647,,crittenden,,,,,,,,,,
louis mclane,10647,,louis,mclane,,,,,,,,,
sam houston,10647,,sam,houston,,,,,,,,,
taylor,10647,,taylor,,,,,,,,,,
j  barnard,10647,,j,,barnard,,,,,,,,
toombs,10647,,toombs,,,,,,,,,,
moosy,13647,,moosy,,,,,,,,,,
pidy,13647,,pidy,,,,,,,,,,
owls,13647,,owls,,,,,,,,,,
chicky,13647,,chicky,,,,,,,,,,
dolly,13647,,dolly,,,,,,,,,,
wisky,13647,,wisky,,,,,,,,,,
tongs,13647,,tongs,,,,,,,,,,
flumpy,13647,,flumpy,,,,,,,,,,
said the kangaroo,13647,,said,the,kangaroo,,,,,,,,
henny,13647,,henny,,,,,,,,,,
baky,13647,,baky,,,,,,,,,,
maky,13647,,maky,,,,,,,,,,
beary,13647,,beary,,,,,,,,,,
tosh,13647,,tosh,,,,,,,,,,
daddy long legs,13647,,daddy,long,legs,,,,,,,,
zikky,13647,,zikky,,,,,,,,,,
tinky,13647,,tinky,,,,,,,,,,
said the piggy,13647,,said,the,piggy,,,,,,,,
spikky sparrow,13647,,spikky,sparrow,,,,,,,,,
storks,13647,,storks,,,,,,,,,,
widy,13647,,widy,,,,,,,,,,
flimpy,13647,,flimpy,,,,,,,,,,
nosy,13647,,nosy,,,,,,,,,,
guy,13647,,guy,,,,,,,,,,
blinky,13647,,blinky,,,,,,,,,,
clangle wangle,13647,,clangle,wangle,,,,,,,,,
thinky,13647,,thinky,,,,,,,,,,
taky,13647,,taky,,,,,,,,,,
winky,13647,,winky,,,,,,,,,,
marky,13647,,marky,,,,,,,,,,
yewdy,13647,,yewdy,,,,,,,,,,
floppy fly,13647,,floppy,fly,,,,,,,,,
spikky sparrow the broom,13647,,spikky,sparrow,the,broom,,,,,,,
blue bottle flies,13647,,blue,bottle,flies,,,,,,,,
quangle wangle,13647,,quangle,wangle,,,,,,,,,
fewdy,13647,,fewdy,,,,,,,,,,
harky,13647,,harky,,,,,,,,,,
clangel wangel,13647,,clangel,wangel,,,,,,,,,
posy,13647,,posy,,,,,,,,,,
violet,13647,,violet,,,,,,,,,,
moon,13647,,moon,,,,,,,,,,
ducky,13647,,ducky,,,,,,,,,,
jelly bo lee,13647,,jelly,bo,lee,,,,,,,,
viny,13647,,viny,,,,,,,,,,
slingsby,13647,,slingsby,,,,,,,,,,
hushy,13647,,hushy,,,,,,,,,,
said the broom,13647,,said,the,broom,,,,,,,,
bousy,13647,,bousy,,,,,,,,,,
said the shovel,13647,,said,the,shovel,,,,,,,,
frank ver beck,16259,,frank,ver,beck,,,,,,,,
henry clay baum,16259,,henry,clay,baum,,,,,,,,
prince thinkabit,16259,,prince,thinkabit,,,,,,,,,
l  frank baum,16259,,l,,frank,baum,,,,,,,
nuphsed,16259,,nuphsed,,,,,,,,,,
wise donkey,16259,,wise,donkey,,,,,,,,,
wise man,16259,,wise,man,,,,,,,,,
hartilaf,16259,,hartilaf,,,,,,,,,,
homo peculiaris,16259,,homo,peculiaris,,,,,,,,,
timtom,16259,,timtom,,,,,,,,,,
monarch of mo,16259,,monarch,of,mo,,,,,,,,
king scowleyow,16259,,king,scowleyow,,,,,,,,,
maëttamaëtta,16259,,maëttamaëtta,,,,,,,,,,
wise men,16259,,wise,men,,,,,,,,,
rooster,16259,,rooster,,,,,,,,,,
prince zingle,16259,,prince,zingle,,,,,,,,,
upsydoun,16259,,upsydoun,,,,,,,,,,
sly fox,16259,,sly,fox,,,,,,,,,
pattycake,16259,,pattycake,,,,,,,,,,
gigaboo,16259,,gigaboo,,,,,,,,,,
prariedog,16259,,prariedog,,,,,,,,,,
prince jollikin,16259,,prince,jollikin,,,,,,,,,
truella,16259,,truella,,,,,,,,,,
prairiedog,16259,,prairiedog,,,,,,,,,,
bredenbutta,16259,,bredenbutta,,,,,,,,,,
prince fiddlecumdoo,16259,,prince,fiddlecumdoo,,,,,,,,,
hackländer,17320,,hackländer,,,,,,,,,,
wrede,17320,,wrede,,,,,,,,,,
ferdinand,17320,,ferdinand,,,,,,,,,,
fournier,17320,,fournier,,,,,,,,,,
senhor vasconcellos,17320,,senhor,vasconcellos,,,,,,,,,
scherer,17320,,scherer,,,,,,,,,,
ian hamilton,17320,,ian,hamilton,,,,,,,,,
lysimachus,17320,,lysimachus,,,,,,,,,,
griboïédof,17320,,griboïédof,,,,,,,,,,
marquardt,17320,,marquardt,,,,,,,,,,
hartington,17320,,hartington,,,,,,,,,,
nietzsche,17320,,nietzsche,,,,,,,,,,
morley,17320,,morley,,,,,,,,,,
sainte beuve,17320,,sainte,beuve,,,,,,,,,
walpoles,17320,,walpoles,,,,,,,,,,
m  jules ferry,17320,,m,,jules,ferry,,,,,,,
lilli burlero,17320,,lilli,burlero,,,,,,,,,
mallik,17320,,mallik,,,,,,,,,,
leonard,17320,,leonard,,,,,,,,,,
curzon,17320,,curzon,,,,,,,,,,
selim i,17320,,selim,i,,,,,,,,,
vauban,17320,,vauban,,,,,,,,,,
clive,17320,,clive,,,,,,,,,,
edward grey,17320,,edward,grey,,,,,,,,,
redmond,17320,,redmond,,,,,,,,,,
spencer,17320,,spencer,,,,,,,,,,
t r  randall,17320,,t,r,,randall,,,,,,,
wolfe,17320,,wolfe,,,,,,,,,,
trasimene,17320,,trasimene,,,,,,,,,,
heraclitus,17320,,heraclitus,,,,,,,,,,
pasquier,17320,,pasquier,,,,,,,,,,
ripon,17320,,ripon,,,,,,,,,,
zimmern,17320,,zimmern,,,,,,,,,,
milman,17320,,milman,,,,,,,,,,
tolstoy,17320,,tolstoy,,,,,,,,,,
st  vincent,17320,,st,,vincent,,,,,,,,
cesare balbo,17320,,cesare,balbo,,,,,,,,,
low,17320,,low,,,,,,,,,,
waller,17320,,waller,,,,,,,,,,
epicharmus,17320,,epicharmus,,,,,,,,,,
christian prudentius,17320,,christian,prudentius,,,,,,,,,
meath,17320,,meath,,,,,,,,,,
josephine,17320,,josephine,,,,,,,,,,
pouchkine,17320,,pouchkine,,,,,,,,,,
juvenal,17320,,juvenal,,,,,,,,,,
robespierre,17320,,robespierre,,,,,,,,,,
austen chamberlain,17320,,austen,chamberlain,,,,,,,,,
abdul hamid,17320,,abdul,hamid,,,,,,,,,
lytton,17320,,lytton,,,,,,,,,,
winchelsea,17320,,winchelsea,,,,,,,,,,
fouché,17320,,fouché,,,,,,,,,,
hébert,17320,,hébert,,,,,,,,,,
chloe,17320,,chloe,,,,,,,,,,
thomson,17320,,thomson,,,,,,,,,,
bugeaud,17320,,bugeaud,,,,,,,,,,
lacretelle,17320,,lacretelle,,,,,,,,,,
alexander hamilton,17320,,alexander,hamilton,,,,,,,,,
julian,17320,,julian,,,,,,,,,,
gilbert murray,17320,,gilbert,murray,,,,,,,,,
arndt,17320,,arndt,,,,,,,,,,
adam smith,17320,,adam,smith,,,,,,,,,
antigonus gonatas,17320,,antigonus,gonatas,,,,,,,,,
g d,17320,,g,d,,,,,,,,,
john brown,17320,,john,brown,,,,,,,,,
baron brunnow,17320,,baron,brunnow,,,,,,,,,
king thibaw,17320,,king,thibaw,,,,,,,,,
jane harrison,17320,,jane,harrison,,,,,,,,,
herr rump,17320,,herr,rump,,,,,,,,,
henry maine,17320,,henry,maine,,,,,,,,,
m  boell,17320,,m,,boell,,,,,,,,
hansard,17320,,hansard,,,,,,,,,,
wingfield,17320,,wingfield,,,,,,,,,,
slav,17320,,slav,,,,,,,,,,
algernon sidney,17320,,algernon,sidney,,,,,,,,,
arthur balfour,17320,,arthur,balfour,,,,,,,,,
uncle toby,17320,,uncle,toby,,,,,,,,,
m  dautremer,17320,,m,,dautremer,,,,,,,,
shah jehan,17320,,shah,jehan,,,,,,,,,
headlam,17320,,headlam,,,,,,,,,,
rhigas pheraios,17320,,rhigas,pheraios,,,,,,,,,
william bentinck,17320,,william,bentinck,,,,,,,,,
wharton,17320,,wharton,,,,,,,,,,
charles attwood,17320,,charles,attwood,,,,,,,,,
baron lalaing,17320,,baron,lalaing,,,,,,,,,
marcus aurelius,17320,,marcus,aurelius,,,,,,,,,
motley,17320,,motley,,,,,,,,,,
salvianus,17320,,salvianus,,,,,,,,,,
dostoïevsky,17320,,dostoïevsky,,,,,,,,,,
gangadhar chitnavis,17320,,gangadhar,chitnavis,,,,,,,,,
definitio,17320,,definitio,,,,,,,,,,
rowton,17320,,rowton,,,,,,,,,,
cobden,17320,,cobden,,,,,,,,,,
cornwallis,17320,,cornwallis,,,,,,,,,,
m  ramaix,17320,,m,,ramaix,,,,,,,,
m  carlos silva,17320,,m,,carlos,silva,,,,,,,
m  aulard,17320,,m,,aulard,,,,,,,,
george v,17320,,george,v,,,,,,,,,
goschen,17320,,goschen,,,,,,,,,,
m  philippe millet,17320,,m,,philippe,millet,,,,,,,
mahan,17320,,mahan,,,,,,,,,,
malcolm m ilwraith,17320,,malcolm,m,ilwraith,,,,,,,,
pisistratus,17320,,pisistratus,,,,,,,,,,
sybel,17320,,sybel,,,,,,,,,,
william white,17320,,william,white,,,,,,,,,
mahdi,17320,,mahdi,,,,,,,,,,
lycon,17320,,lycon,,,,,,,,,,
azeglio,17320,,azeglio,,,,,,,,,,
vandal,17320,,vandal,,,,,,,,,,
heliogabalus,17320,,heliogabalus,,,,,,,,,,
william tell,17320,,william,tell,,,,,,,,,
forrest,17320,,forrest,,,,,,,,,,
arsinoë,17320,,arsinoë,,,,,,,,,,
hélène ligne,17320,,hélène,ligne,,,,,,,,,
cardwell,17320,,cardwell,,,,,,,,,,
philip ii,17320,,philip,ii,,,,,,,,,
beecher stowe,17320,,beecher,stowe,,,,,,,,,
emerson,17320,,emerson,,,,,,,,,,
lucrezia borgia,17320,,lucrezia,borgia,,,,,,,,,
giusti,17320,,giusti,,,,,,,,,,
fitzmaurice kelly,17320,,fitzmaurice,kelly,,,,,,,,,
gülcher,17320,,gülcher,,,,,,,,,,
lermontof,17320,,lermontof,,,,,,,,,,
baerlein,17320,,baerlein,,,,,,,,,,
ouvrard,17320,,ouvrard,,,,,,,,,,
m  le bon,17320,,m,,le,bon,,,,,,,
cavour,17320,,cavour,,,,,,,,,,
gregorovius,17320,,gregorovius,,,,,,,,,,
grundy,17320,,grundy,,,,,,,,,,
minerva,17320,,minerva,,,,,,,,,,
m  texeira gomes,17320,,m,,texeira,gomes,,,,,,,
soult,17320,,soult,,,,,,,,,,
mahaffy,17320,,mahaffy,,,,,,,,,,
john seeley,17320,,john,seeley,,,,,,,,,
minto,17320,,minto,,,,,,,,,,
ilbert bill,17320,,ilbert,bill,,,,,,,,,
guizot,17320,,guizot,,,,,,,,,,
m  demolins,17320,,m,,demolins,,,,,,,,
wu ting fang,17320,,wu,ting,fang,,,,,,,,
blücher,17320,,blücher,,,,,,,,,,
fleetwood wilson,17320,,fleetwood,wilson,,,,,,,,,
rizas,17320,,rizas,,,,,,,,,,
nicolas,17320,,nicolas,,,,,,,,,,
johnny,17320,,johnny,,,,,,,,,,
vergniaud,17320,,vergniaud,,,,,,,,,,
creighton,17320,,creighton,,,,,,,,,,
m  gastine,17320,,m,,gastine,,,,,,,,
treitschke,17320,,treitschke,,,,,,,,,,
arthur hardinge,17320,,arthur,hardinge,,,,,,,,,
macedonius,17320,,macedonius,,,,,,,,,,
m  silva,17320,,m,,silva,,,,,,,,
ramsay macdonald,17320,,ramsay,macdonald,,,,,,,,,
kitchener,17320,,kitchener,,,,,,,,,,
adamovitch,17320,,adamovitch,,,,,,,,,,
du deffand,17320,,du,deffand,,,,,,,,,
courtenay ilbert,17320,,courtenay,ilbert,,,,,,,,,
prince of caraman chimay,17320,,prince,of,caraman,chimay,,,,,,,
taine,17320,,taine,,,,,,,,,,
ibrahims,17320,,ibrahims,,,,,,,,,,
callimachus,17320,,callimachus,,,,,,,,,,
gordigiani,17320,,gordigiani,,,,,,,,,,
reginald wingate,17320,,reginald,wingate,,,,,,,,,
henry lawrence,17320,,henry,lawrence,,,,,,,,,
guglielmo ferrero,17320,,guglielmo,ferrero,,,,,,,,,
mehemet ali,17320,,mehemet,ali,,,,,,,,,
tiberius,17320,,tiberius,,,,,,,,,,
sacharissas,17320,,sacharissas,,,,,,,,,,
devereux roy,17320,,devereux,roy,,,,,,,,,
kennedy,17320,,kennedy,,,,,,,,,,
wolseley,17320,,wolseley,,,,,,,,,,
prince ito,17320,,prince,ito,,,,,,,,,
kopp,17320,,kopp,,,,,,,,,,
carlos silva,17320,,carlos,silva,,,,,,,,,
lecky,17320,,lecky,,,,,,,,,,
w v  herbert,17320,,w,v,,herbert,,,,,,,
tocqueville,17320,,tocqueville,,,,,,,,,,
gooch,17320,,gooch,,,,,,,,,,
wither,17320,,wither,,,,,,,,,,
thiers,17320,,thiers,,,,,,,,,,
françois cabarrus,17320,,françois,cabarrus,,,,,,,,,
brunetière,17320,,brunetière,,,,,,,,,,
fustel coulanges,17320,,fustel,coulanges,,,,,,,,,
eyre crowe,17320,,eyre,crowe,,,,,,,,,
grote,17320,,grote,,,,,,,,,,
gillen,17320,,gillen,,,,,,,,,,
ptolemy philadelphus,17320,,ptolemy,philadelphus,,,,,,,,,
rajendra mookerjee,17320,,rajendra,mookerjee,,,,,,,,,
rhodes,17320,,rhodes,,,,,,,,,,
john shelley,17320,,john,shelley,,,,,,,,,
ghazi osman,17320,,ghazi,osman,,,,,,,,,
barth,17320,,barth,,,,,,,,,,
roebuck,17320,,roebuck,,,,,,,,,,
anglaise,17320,,anglaise,,,,,,,,,,
sun yat sen,17320,,sun,yat,sen,,,,,,,,
demetrius the besieger,17320,,demetrius,the,besieger,,,,,,,,
juno,17320,,juno,,,,,,,,,,
nicolo dei lapi,17320,,nicolo,dei,lapi,,,,,,,,
dietzel,17320,,dietzel,,,,,,,,,,
bland,17320,,bland,,,,,,,,,,
reinhard,17320,,reinhard,,,,,,,,,,
lucretius,17320,,lucretius,,,,,,,,,,
wilfrid blunt,17320,,wilfrid,blunt,,,,,,,,,
stanley lane poole,17320,,stanley,lane,poole,,,,,,,,
henry keating,17320,,henry,keating,,,,,,,,,
ridgeway,17320,,ridgeway,,,,,,,,,,
tarn,17320,,tarn,,,,,,,,,,
mountstuart grant duff,17320,,mountstuart,grant,duff,,,,,,,,
staël,17320,,staël,,,,,,,,,,
derby,17320,,derby,,,,,,,,,,
aristotle valaorites,17320,,aristotle,valaorites,,,,,,,,,
chesterfield,17320,,chesterfield,,,,,,,,,,
dalhousie,17320,,dalhousie,,,,,,,,,,
popkins,17320,,popkins,,,,,,,,,,
dinkur rao,17320,,dinkur,rao,,,,,,,,,
ashley eden,17320,,ashley,eden,,,,,,,,,
monypenny,17320,,monypenny,,,,,,,,,,
salisbury,17320,,salisbury,,,,,,,,,,
jebb,17320,,jebb,,,,,,,,,,
du quesnay,17320,,du,quesnay,,,,,,,,,
m  jaray,17320,,m,,jaray,,,,,,,,
brougham,17320,,brougham,,,,,,,,,,
frederick maurice,17320,,frederick,maurice,,,,,,,,,
ismail pasha,17320,,ismail,pasha,,,,,,,,,
m  vogüé,17320,,m,,vogüé,,,,,,,,
roederer,17320,,roederer,,,,,,,,,,
william cory,17320,,william,cory,,,,,,,,,
rutilius,17320,,rutilius,,,,,,,,,,
sydney smith,17320,,sydney,smith,,,,,,,,,
pyrrhus,17320,,pyrrhus,,,,,,,,,,
körner,17320,,körner,,,,,,,,,,
marquis tseng,17320,,marquis,tseng,,,,,,,,,
mortimer durand,17320,,mortimer,durand,,,,,,,,,
john lawrence,17320,,john,lawrence,,,,,,,,,
masson,17320,,masson,,,,,,,,,,
abu,17320,,abu,,,,,,,,,,
bodley,17320,,bodley,,,,,,,,,,
cromer,17320,,cromer,,,,,,,,,,
tourguenef,17320,,tourguenef,,,,,,,,,,
droysen,17320,,droysen,,,,,,,,,,
mitra,17320,,mitra,,,,,,,,,,
athenaeus,17320,,athenaeus,,,,,,,,,,
mitford,17320,,mitford,,,,,,,,,,
milosh obrenovitch ii,17320,,milosh,obrenovitch,ii,,,,,,,,
fisher,17320,,fisher,,,,,,,,,,
adam fergusson,17320,,adam,fergusson,,,,,,,,,
roper lethbridge,17320,,roper,lethbridge,,,,,,,,,
asoka,17320,,asoka,,,,,,,,,,
herrick,17320,,herrick,,,,,,,,,,
blennerhassett,17320,,blennerhassett,,,,,,,,,,
