character_name,book_id,uid,character_first_name,character_second_name,character_third_name,,,,,,,,
m  bocage,17320,,m,,bocage,,,,,,,,
stratonice,17320,,stratonice,,,,,,,,,,
walsinghams,17320,,walsinghams,,,,,,,,,,
john burgoyne,17320,,john,burgoyne,,,,,,,,,
wyllie,17320,,wyllie,,,,,,,,,,
theresia,17320,,theresia,,,,,,,,,,
john moore,17320,,john,moore,,,,,,,,,
symonds,17320,,symonds,,,,,,,,,,
hieronymus,17320,,hieronymus,,,,,,,,,,
nicholas,17320,,nicholas,,,,,,,,,,
sorel,17320,,sorel,,,,,,,,,,
newbolt,17320,,newbolt,,,,,,,,,,
mindon,17320,,mindon,,,,,,,,,,
oliver,17320,,oliver,,,,,,,,,,
mahmoud ii,17320,,mahmoud,ii,,,,,,,,,
rémusat,17320,,rémusat,,,,,,,,,,
reid,17320,,reid,,,,,,,,,,
ava,17320,,ava,,,,,,,,,,
bancroft,17320,,bancroft,,,,,,,,,,
m  millet,17320,,m,,millet,,,,,,,,
horace walpole,17320,,horace,walpole,,,,,,,,,
fussell,17320,,fussell,,,,,,,,,,
sappho,17320,,sappho,,,,,,,,,,
antiochus i,17320,,antiochus,i,,,,,,,,,
hughes,17320,,hughes,,,,,,,,,,
retz,17320,,retz,,,,,,,,,,
george scott,17320,,george,scott,,,,,,,,,
ptolemy keraunos,17320,,ptolemy,keraunos,,,,,,,,,
boufflers,17320,,boufflers,,,,,,,,,,
m  gabriel louis jaray,17320,,m,,gabriel,louis,jaray,,,,,,
mommsen,17320,,mommsen,,,,,,,,,,
draga,17320,,draga,,,,,,,,,,
freire,17320,,freire,,,,,,,,,,
rouget lisle,17320,,rouget,lisle,,,,,,,,,
billaud,17320,,billaud,,,,,,,,,,
jingle,17320,,jingle,,,,,,,,,,
alfred lyall,17320,,alfred,lyall,,,,,,,,,
torres vedras,17320,,torres,vedras,,,,,,,,,
alison,17320,,alison,,,,,,,,,,
caesar,17320,,caesar,,,,,,,,,,
smallbones,17320,,smallbones,,,,,,,,,,
george arthur,17320,,george,arthur,,,,,,,,,
carducci,17320,,carducci,,,,,,,,,,
marquis fontenay,17320,,marquis,fontenay,,,,,,,,,
lawson,17320,,lawson,,,,,,,,,,
bacon,17320,,bacon,,,,,,,,,,
benbow,17320,,benbow,,,,,,,,,,
george hamilton,17320,,george,hamilton,,,,,,,,,
m  paul boell,17320,,m,,paul,boell,,,,,,,
bolingbrokes,17320,,bolingbrokes,,,,,,,,,,
claudian,17320,,claudian,,,,,,,,,,
gessler,17320,,gessler,,,,,,,,,,
dufferin,17320,,dufferin,,,,,,,,,,
xenophon,17320,,xenophon,,,,,,,,,,
burleighs,17320,,burleighs,,,,,,,,,,
hodgkin,17320,,hodgkin,,,,,,,,,,
otfried müller,17320,,otfried,müller,,,,,,,,,
delos,17320,,delos,,,,,,,,,,
herculano da carvalho,17320,,herculano,da,carvalho,,,,,,,,
lovelace,17320,,lovelace,,,,,,,,,,
gogol,17320,,gogol,,,,,,,,,,
havelock,17320,,havelock,,,,,,,,,,
elocutione,17320,,elocutione,,,,,,,,,,
lanfrey,17320,,lanfrey,,,,,,,,,,
m  louis madelin,17320,,m,,louis,madelin,,,,,,,
beaconsfield,17320,,beaconsfield,,,,,,,,,,
drouet,17320,,drouet,,,,,,,,,,
bellerophon,17320,,bellerophon,,,,,,,,,,
ranke,17320,,ranke,,,,,,,,,,
lyons,17320,,lyons,,,,,,,,,,
cowley,17320,,cowley,,,,,,,,,,
morton,18276,,morton,,,,,,,,,,
servitur,18276,,servitur,,,,,,,,,,
hals,18276,,hals,,,,,,,,,,
ruksh,18276,,ruksh,,,,,,,,,,
hegel,18276,,hegel,,,,,,,,,,
robert schomburgk,18276,,robert,schomburgk,,,,,,,,,
dominique gourges,18276,,dominique,gourges,,,,,,,,,
aquinas,18276,,aquinas,,,,,,,,,,
bishop gardiner,18276,,bishop,gardiner,,,,,,,,,
nihil,18276,,nihil,,,,,,,,,,
bryce,18276,,bryce,,,,,,,,,,
grimbart,18276,,grimbart,,,,,,,,,,
rose of ryse,18276,,rose,of,ryse,,,,,,,,
thomas garrard,18276,,thomas,garrard,,,,,,,,,
benvenuto cellini,18276,,benvenuto,cellini,,,,,,,,,
edward michellthorne,18276,,edward,michellthorne,,,,,,,,,
criemhilda,18276,,criemhilda,,,,,,,,,,
pardye,18276,,pardye,,,,,,,,,,
agrippina,18276,,agrippina,,,,,,,,,,
earl talbot,18276,,earl,talbot,,,,,,,,,
melchisedek,18276,,melchisedek,,,,,,,,,,
boyce,18276,,boyce,,,,,,,,,,
adrian gilbert,18276,,adrian,gilbert,,,,,,,,,
simeon,18276,,simeon,,,,,,,,,,
london brigge,18276,,london,brigge,,,,,,,,,
cudworth,18276,,cudworth,,,,,,,,,,
godfrey,18276,,godfrey,,,,,,,,,,
greenaway,18276,,greenaway,,,,,,,,,,
richard hilles,18276,,richard,hilles,,,,,,,,,
walsingham,18276,,walsingham,,,,,,,,,,
bellyn,18276,,bellyn,,,,,,,,,,
gibbon,18276,,gibbon,,,,,,,,,,
peter martyr,18276,,peter,martyr,,,,,,,,,
erst,18276,,erst,,,,,,,,,,
frobisher,18276,,frobisher,,,,,,,,,,
phaeton,18276,,phaeton,,,,,,,,,,
kennell rakers,18276,,kennell,rakers,,,,,,,,,
mill,18276,,mill,,,,,,,,,,
oxford fraser,18276,,oxford,fraser,,,,,,,,,
bethune,18276,,bethune,,,,,,,,,,
wigmore,18276,,wigmore,,,,,,,,,,
paley,18276,,paley,,,,,,,,,,
jesse,18276,,jesse,,,,,,,,,,
josiah,18276,,josiah,,,,,,,,,,
widdrington,18276,,widdrington,,,,,,,,,,
st  cuthbert,18276,,st,,cuthbert,,,,,,,,
joshua,18276,,joshua,,,,,,,,,,
margaret meek,18276,,margaret,meek,,,,,,,,,
turpin,18276,,turpin,,,,,,,,,,
zophar the naamathite,18276,,zophar,the,naamathite,,,,,,,,
manet,18276,,manet,,,,,,,,,,
candish,18276,,candish,,,,,,,,,,
lulley,18276,,lulley,,,,,,,,,,
wolsey,18276,,wolsey,,,,,,,,,,
lancelot,18276,,lancelot,,,,,,,,,,
booth,18276,,booth,,,,,,,,,,
schiller,18276,,schiller,,,,,,,,,,
polit,18276,,polit,,,,,,,,,,
kennicott,18276,,kennicott,,,,,,,,,,
mansell,18276,,mansell,,,,,,,,,,
hawkins,18276,,hawkins,,,,,,,,,,
thomas doughtie,18276,,thomas,doughtie,,,,,,,,,
william conqueror,18276,,william,conqueror,,,,,,,,,
scharfenebbe,18276,,scharfenebbe,,,,,,,,,,
listeth,18276,,listeth,,,,,,,,,,
richard hakluyt,18276,,richard,hakluyt,,,,,,,,,
m  carell,18276,,m,,carell,,,,,,,,
maurice,18276,,maurice,,,,,,,,,,
richard cubley,18276,,richard,cubley,,,,,,,,,
rahab,18276,,rahab,,,,,,,,,,
cortez,18276,,cortez,,,,,,,,,,
lessing,18276,,lessing,,,,,,,,,,
simon magus,18276,,simon,magus,,,,,,,,,
john lee,18276,,john,lee,,,,,,,,,
cherwell,18276,,cherwell,,,,,,,,,,
st  artselm,18276,,st,,artselm,,,,,,,,
m  careil,18276,,m,,careil,,,,,,,,
st  anthony,18276,,st,,anthony,,,,,,,,
a  london,18276,,a,,london,,,,,,,,
ezekiel,18276,,ezekiel,,,,,,,,,,
toby,18276,,toby,,,,,,,,,,
george noble,18276,,george,noble,,,,,,,,,
john huyghen,18276,,john,huyghen,,,,,,,,,
sherborne,18276,,sherborne,,,,,,,,,,
popes,18276,,popes,,,,,,,,,,
aristotle,18276,,aristotle,,,,,,,,,,
hudson,18276,,hudson,,,,,,,,,,
pope roger,18276,,pope,roger,,,,,,,,,
ut hoy,18276,,ut,hoy,,,,,,,,,
bishop fisher,18276,,bishop,fisher,,,,,,,,,
boissier,18276,,boissier,,,,,,,,,,
othello,18276,,othello,,,,,,,,,,
moysey,18276,,moysey,,,,,,,,,,
plutarch,18276,,plutarch,,,,,,,,,,
john smart,18276,,john,smart,,,,,,,,,
nero,18276,,nero,,,,,,,,,,
bishop latimer,18276,,bishop,latimer,,,,,,,,,
leibnitz,18276,,leibnitz,,,,,,,,,,
dando,18276,,dando,,,,,,,,,,
des cartes,18276,,des,cartes,,,,,,,,,
domitian,18276,,domitian,,,,,,,,,,
elisha,18276,,elisha,,,,,,,,,,
noe,18276,,noe,,,,,,,,,,
john huighen von linschoten,18276,,john,huighen,von,linschoten,,,,,,,
cornish st  kieran,18276,,cornish,st,,kieran,,,,,,,
antonios,18276,,antonios,,,,,,,,,,
legate,18276,,legate,,,,,,,,,,
coleridge,18276,,coleridge,,,,,,,,,,
oscar wilde,18276,,oscar,wilde,,,,,,,,,
percy,18276,,percy,,,,,,,,,,
john higgins,18276,,john,higgins,,,,,,,,,
frau ermelyn,18276,,frau,ermelyn,,,,,,,,,
madonna,18276,,madonna,,,,,,,,,,
pearson,18276,,pearson,,,,,,,,,,
wordsworth,18276,,wordsworth,,,,,,,,,,
orestes,18276,,orestes,,,,,,,,,,
humfrey gilbert,18276,,humfrey,gilbert,,,,,,,,,
guiana,18276,,guiana,,,,,,,,,,
john ribauk,18276,,john,ribauk,,,,,,,,,
whiting,18276,,whiting,,,,,,,,,,
suetonius,18276,,suetonius,,,,,,,,,,
asaph,18276,,asaph,,,,,,,,,,
caernarvon,18276,,caernarvon,,,,,,,,,,
richard gyles,18276,,richard,gyles,,,,,,,,,
cecily,18276,,cecily,,,,,,,,,,
bocking,18276,,bocking,,,,,,,,,,
frith,18276,,frith,,,,,,,,,,
christopher carlile,18276,,christopher,carlile,,,,,,,,,
nobis,18276,,nobis,,,,,,,,,,
schelling,18276,,schelling,,,,,,,,,,
salam,18276,,salam,,,,,,,,,,
werther,18276,,werther,,,,,,,,,,
j  f  lippert,18276,,j,,f,,lippert,,,,,,
archbishop,18276,,archbishop,,,,,,,,,,
cornelius tacitus,18276,,cornelius,tacitus,,,,,,,,,
norwegan,18276,,norwegan,,,,,,,,,,
colenso,18276,,colenso,,,,,,,,,,
donet deus,18276,,donet,deus,,,,,,,,,
henry rawlinson,18276,,henry,rawlinson,,,,,,,,,
m  spinoza,18276,,m,,spinoza,,,,,,,,
david hume,18276,,david,hume,,,,,,,,,
dan john croxton,18276,,dan,john,croxton,,,,,,,,
dacres,18276,,dacres,,,,,,,,,,
lampe,18276,,lampe,,,,,,,,,,
dan woburn,18276,,dan,woburn,,,,,,,,,
isaiah,18276,,isaiah,,,,,,,,,,
hispaniola,18276,,hispaniola,,,,,,,,,,
friar lawrence,18276,,friar,lawrence,,,,,,,,,
lily,18276,,lily,,,,,,,,,,
margery,18276,,margery,,,,,,,,,,
virgil,18276,,virgil,,,,,,,,,,
john champneys,18276,,john,champneys,,,,,,,,,
davises,18276,,davises,,,,,,,,,,
hintze,18276,,hintze,,,,,,,,,,
ycald,18276,,ycald,,,,,,,,,,
tiresias,18276,,tiresias,,,,,,,,,,
thys,18276,,thys,,,,,,,,,,
manning,18276,,manning,,,,,,,,,,
elihu,18276,,elihu,,,,,,,,,,
reineke fuchs,18276,,reineke,fuchs,,,,,,,,,
livy,18276,,livy,,,,,,,,,,
gilbert retz,18276,,gilbert,retz,,,,,,,,,
saxon,18276,,saxon,,,,,,,,,,
luther,18276,,luther,,,,,,,,,,
eichorn,18276,,eichorn,,,,,,,,,,
john davis,18276,,john,davis,,,,,,,,,
allworthy,18276,,allworthy,,,,,,,,,,
elena germyn,18276,,elena,germyn,,,,,,,,,
isegrim,18276,,isegrim,,,,,,,,,,
robert salford,18276,,robert,salford,,,,,,,,,
ewald,18276,,ewald,,,,,,,,,,
cranmer,18276,,cranmer,,,,,,,,,,
jacob whiddon,18276,,jacob,whiddon,,,,,,,,,
surius,18276,,surius,,,,,,,,,,
william blyenburg,18276,,william,blyenburg,,,,,,,,,
newton,18276,,newton,,,,,,,,,,
yea,18276,,yea,,,,,,,,,,
henry vii,18276,,henry,vii,,,,,,,,,
st  paul,18276,,st,,paul,,,,,,,,
matthew arnold,18276,,matthew,arnold,,,,,,,,,
blifil,18276,,blifil,,,,,,,,,,
walter raleigh,18276,,walter,raleigh,,,,,,,,,
menez,18276,,menez,,,,,,,,,,
sophocles,18276,,sophocles,,,,,,,,,,
liebig,18276,,liebig,,,,,,,,,,
st  patrick,18276,,st,,patrick,,,,,,,,
christ himself,18276,,christ,himself,,,,,,,,,
florez,18276,,florez,,,,,,,,,,
pope clement,18276,,pope,clement,,,,,,,,,
facit,18276,,facit,,,,,,,,,,
lingard,18276,,lingard,,,,,,,,,,
bede,18276,,bede,,,,,,,,,,
m  renan,18276,,m,,renan,,,,,,,,
rustum,18276,,rustum,,,,,,,,,,
judas maccabee,18276,,judas,maccabee,,,,,,,,,
coligny,18276,,coligny,,,,,,,,,,
strauss,18276,,strauss,,,,,,,,,,
brente,18276,,brente,,,,,,,,,,
greenlander,18276,,greenlander,,,,,,,,,,
corpus christi,18276,,corpus,christi,,,,,,,,,
limehouse,18276,,limehouse,,,,,,,,,,
john russell,18276,,john,russell,,,,,,,,,
hallam,18276,,hallam,,,,,,,,,,
sone,18276,,sone,,,,,,,,,,
gloria,18276,,gloria,,,,,,,,,,
pope innocent viii,18276,,pope,innocent,viii,,,,,,,,
pizarro,18276,,pizarro,,,,,,,,,,
sohrab,18276,,sohrab,,,,,,,,,,
lycurgus,18276,,lycurgus,,,,,,,,,,
tom jones,18276,,tom,jones,,,,,,,,,
edward hayes,18276,,edward,hayes,,,,,,,,,
queen anne,18276,,queen,anne,,,,,,,,,
soto,18276,,soto,,,,,,,,,,
vado mori,18276,,vado,mori,,,,,,,,,
norman baron,18276,,norman,baron,,,,,,,,,
jellinger symonds,18276,,jellinger,symonds,,,,,,,,,
cassandra,18276,,cassandra,,,,,,,,,,
niebuhr,18276,,niebuhr,,,,,,,,,,
fletcher,18276,,fletcher,,,,,,,,,,
thomas sudbury,18276,,thomas,sudbury,,,,,,,,,
london brigg,18276,,london,brigg,,,,,,,,,
ptolemy,18276,,ptolemy,,,,,,,,,,
newman,18276,,newman,,,,,,,,,,
anselm,18276,,anselm,,,,,,,,,,
walter mapes,18276,,walter,mapes,,,,,,,,,
robert hobbes,18276,,robert,hobbes,,,,,,,,,
ypocras,18276,,ypocras,,,,,,,,,,
croagh patrick,18276,,croagh,patrick,,,,,,,,,
priam,18276,,priam,,,,,,,,,,
herdsman watt,18276,,herdsman,watt,,,,,,,,,
bedyll,18276,,bedyll,,,,,,,,,,
abbot,18276,,abbot,,,,,,,,,,
luke fox,18276,,luke,fox,,,,,,,,,
pollux,18276,,pollux,,,,,,,,,,
bildad the shuhite,18276,,bildad,the,shuhite,,,,,,,,
francis chantrey,18276,,francis,chantrey,,,,,,,,,
ainsworth,18276,,ainsworth,,,,,,,,,,
vries,18276,,vries,,,,,,,,,,
columbkill,18276,,columbkill,,,,,,,,,,
ahasuerus,18276,,ahasuerus,,,,,,,,,,
rusteviel,18276,,rusteviel,,,,,,,,,,
gaude maria,18276,,gaude,maria,,,,,,,,,
bishop butler,18276,,bishop,butler,,,,,,,,,
alonzo bacon,18276,,alonzo,bacon,,,,,,,,,
egerton brydges,18276,,egerton,brydges,,,,,,,,,
machiavelli,18276,,machiavelli,,,,,,,,,,
ridley,18276,,ridley,,,,,,,,,,
alban,18276,,alban,,,,,,,,,,
burleigh,18276,,burleigh,,,,,,,,,,
dindoff,18276,,dindoff,,,,,,,,,,
potum,18276,,potum,,,,,,,,,,
salvator,18276,,salvator,,,,,,,,,,
testante evangelio,18276,,testante,evangelio,,,,,,,,,
golden hinde,18276,,golden,hinde,,,,,,,,,
alisander,18276,,alisander,,,,,,,,,,
abraham,18276,,abraham,,,,,,,,,,
primrose,18276,,primrose,,,,,,,,,,
ulysses,18276,,ulysses,,,,,,,,,,
bellamye,18276,,bellamye,,,,,,,,,,
john tichhill,18276,,john,tichhill,,,,,,,,,
von tronje hagen,18276,,von,tronje,hagen,,,,,,,,
stephen peacock,18276,,stephen,peacock,,,,,,,,,
eliphaz the temanite,18276,,eliphaz,the,temanite,,,,,,,,
thomas cromwell,18276,,thomas,cromwell,,,,,,,,,
jesus christ,18276,,jesus,christ,,,,,,,,,
divine providence pope,18276,,divine,providence,pope,,,,,,,,
roderigo,18276,,roderigo,,,,,,,,,,
freeman,18276,,freeman,,,,,,,,,,
schleiermacher,18276,,schleiermacher,,,,,,,,,,
m  ernest renan,18276,,m,,ernest,renan,,,,,,,
layard,18276,,layard,,,,,,,,,,
richard hilles fraser,18276,,richard,hilles,fraser,,,,,,,,
du bellay,18276,,du,bellay,,,,,,,,,
christis,18276,,christis,,,,,,,,,,
sharpbeak,18276,,sharpbeak,,,,,,,,,,
empedocles,18276,,empedocles,,,,,,,,,,
antony,18276,,antony,,,,,,,,,,
eleanour,18276,,eleanour,,,,,,,,,,
maiden,18276,,maiden,,,,,,,,,,
white rose,18276,,white,rose,,,,,,,,,
oronooko,18276,,oronooko,,,,,,,,,,
clerke,18276,,clerke,,,,,,,,,,
m call,18276,,m,call,,,,,,,,,
jeremiah,18276,,jeremiah,,,,,,,,,,
orlandos,18276,,orlandos,,,,,,,,,,
fox fraser,18276,,fox,fraser,,,,,,,,,
kate,18276,,kate,,,,,,,,,,
siegfried,18276,,siegfried,,,,,,,,,,
quevedo,18276,,quevedo,,,,,,,,,,
m  boehmer,18276,,m,,boehmer,,,,,,,,
wynter,18276,,wynter,,,,,,,,,,
jolly wat,18276,,jolly,wat,,,,,,,,,
eugene sue,18276,,eugene,sue,,,,,,,,,
drake,18276,,drake,,,,,,,,,,
jowett,18276,,jowett,,,,,,,,,,
cam,18276,,cam,,,,,,,,,,
fäden,22367,,fäden,,,,,,,,,,
der haushalt,22367,,der,haushalt,,,,,,,,,
lippen nach gregor,22367,,lippen,nach,gregor,,,,,,,,
der schein,22367,,der,schein,,,,,,,,,
bettes,22367,,bettes,,,,,,,,,,
vom violinspiel,22367,,vom,violinspiel,,,,,,,,,
zeitung vom tisch,22367,,zeitung,vom,tisch,,,,,,,,
trotz,22367,,trotz,,,,,,,,,,
da man ein zimmer,22367,,da,man,ein,zimmer,,,,,,,
tappen,22367,,tappen,,,,,,,,,,
ballen,22367,,ballen,,,,,,,,,,
vaters hinterkopf,22367,,vaters,hinterkopf,,,,,,,,,
bedenken,22367,,bedenken,,,,,,,,,,
nachtmahl der zimmerherren,22367,,nachtmahl,der,zimmerherren,,,,,,,,
einer berufskrankheit der reisenden,22367,,einer,berufskrankheit,der,reisenden,,,,,,,
jahren,22367,,jahren,,,,,,,,,,
anna,22367,,anna,,,,,,,,,,
degen,22367,,degen,,,,,,,,,,
gregor samsa,22367,,gregor,samsa,,,,,,,,,
dingen,22367,,dingen,,,,,,,,,,
fußspitzen zur vorzimmertür,22367,,fußspitzen,zur,vorzimmertür,,,,,,,,
verwundung gregors,22367,,verwundung,gregors,,,,,,,,,
klang,22367,,klang,,,,,,,,,,
polster,22367,,polster,,,,,,,,,,
sachen,22367,,sachen,,,,,,,,,,
nur den kopf,22367,,nur,den,kopf,,,,,,,,
anstrengung,22367,,anstrengung,,,,,,,,,,
meinung,22367,,meinung,,,,,,,,,,
der gleiche mann,22367,,der,gleiche,mann,,,,,,,,
hast du gregor,22367,,hast,du,gregor,,,,,,,,
zuganschlüsse,22367,,zuganschlüsse,,,,,,,,,,
halten sie sich,22367,,halten,sie,sich,,,,,,,,
summe,22367,,summe,,,,,,,,,,
gregor musik,22367,,gregor,musik,,,,,,,,,
nur gregor,22367,,nur,gregor,,,,,,,,,
schlosser,22367,,schlosser,,,,,,,,,,
uhr,22367,,uhr,,,,,,,,,,
scheu,22367,,scheu,,,,,,,,,,
wie meinen sie,22367,,wie,meinen,sie,,,,,,,,
zwei tage lang,22367,,zwei,tage,lang,,,,,,,,
nach beseitigung des hindernisses,22367,,nach,beseitigung,des,hindernisses,,,,,,,
stirn,22367,,stirn,,,,,,,,,,
beine,22367,,beine,,,,,,,,,,
mittel,22367,,mittel,,,,,,,,,,
feingefühl,22367,,feingefühl,,,,,,,,,,
wohl,22367,,wohl,,,,,,,,,,
winkel,22367,,winkel,,,,,,,,,,
den anfang,22367,,den,anfang,,,,,,,,,
geräusch,22367,,geräusch,,,,,,,,,,
aber dann,22367,,aber,dann,,,,,,,,,
dienst,22367,,dienst,,,,,,,,,,
erstickungsanfällen,22367,,erstickungsanfällen,,,,,,,,,,
bogen,22367,,bogen,,,,,,,,,,
wiederkehr,22367,,wiederkehr,,,,,,,,,,
klinke,22367,,klinke,,,,,,,,,,
stunden ruhe,22367,,stunden,ruhe,,,,,,,,,
herr prokurist,22367,,herr,prokurist,,,,,,,,,
richtungen,22367,,richtungen,,,,,,,,,,
bankbeamten das frühstück,22367,,bankbeamten,das,frühstück,,,,,,,,
aschenkiste,22367,,aschenkiste,,,,,,,,,,
schüssel fleisch,22367,,schüssel,fleisch,,,,,,,,,
schlag,22367,,schlag,,,,,,,,,,
schnitte von weißbrot,22367,,schnitte,von,weißbrot,,,,,,,,
anders,22367,,anders,,,,,,,,,,
eine tierstimme,22367,,eine,tierstimme,,,,,,,,,
ins geschäft,22367,,ins,geschäft,,,,,,,,,
ende märz,22367,,ende,märz,,,,,,,,,
einen rundgang,22367,,einen,rundgang,,,,,,,,,
zwischen gasse,22367,,zwischen,gasse,,,,,,,,,
sonne,22367,,sonne,,,,,,,,,,
weise,22367,,weise,,,,,,,,,,
stelle,22367,,stelle,,,,,,,,,,
weile,22367,,weile,,,,,,,,,,
ein apfel,22367,,ein,apfel,,,,,,,,,
machen,22367,,machen,,,,,,,,,,
tochter eine antwort,22367,,tochter,eine,antwort,,,,,,,,
meinung von grund,22367,,meinung,von,grund,,,,,,,,
ein beinchen,22367,,ein,beinchen,,,,,,,,,
noten,22367,,noten,,,,,,,,,,
angelegenheiten der familie ganz,22367,,angelegenheiten,der,familie,ganz,,,,,,,
der wagen,22367,,der,wagen,,,,,,,,,
der wunsch gregors,22367,,der,wunsch,gregors,,,,,,,,
kräften beim hinausschaffen des kastens,22367,,kräften,beim,hinausschaffen,des,kastens,,,,,,
linie,22367,,linie,,,,,,,,,,
gregor zu,22367,,gregor,zu,,,,,,,,,
frisch,22367,,frisch,,,,,,,,,,
freilich,22367,,freilich,,,,,,,,,,
liebe eltern,22367,,liebe,eltern,,,,,,,,,
zu boden,22367,,zu,boden,,,,,,,,,
hüte vom kleiderrechen,22367,,hüte,vom,kleiderrechen,,,,,,,,
anblick von gregors zimmer,22367,,anblick,von,gregors,zimmer,,,,,,,
der junge,22367,,der,junge,,,,,,,,,
gregor bei der ankunft,22367,,gregor,bei,der,ankunft,,,,,,,
zukunft,22367,,zukunft,,,,,,,,,,
einen augenblick,22367,,einen,augenblick,,,,,,,,,
stiller,22367,,stiller,,,,,,,,,,
kübel wasser,22367,,kübel,wasser,,,,,,,,,
gregor zog den kopf,22367,,gregor,zog,den,kopf,,,,,,,
geschäft zu hause,22367,,geschäft,zu,hause,,,,,,,,
sorgen,22367,,sorgen,,,,,,,,,,
kreis,22367,,kreis,,,,,,,,,,
ihre leistungen,22367,,ihre,leistungen,,,,,,,,,
gabel,22367,,gabel,,,,,,,,,,
leib nur zur hälfte,22367,,leib,nur,zur,hälfte,,,,,,,
knochen vom nachtmahl,22367,,knochen,vom,nachtmahl,,,,,,,,
dunkle,22367,,dunkle,,,,,,,,,,
meldung,22367,,meldung,,,,,,,,,,
hören sie nur,22367,,hören,sie,nur,,,,,,,,
aber herr prokurist,22367,,aber,herr,prokurist,,,,,,,,
zugluft,22367,,zugluft,,,,,,,,,,
gregor klar,22367,,gregor,klar,,,,,,,,,
rasch,22367,,rasch,,,,,,,,,,
jahreszeit,22367,,jahreszeit,,,,,,,,,,
wertheimkassa,22367,,wertheimkassa,,,,,,,,,,
feuer,22367,,feuer,,,,,,,,,,
ein wunder,22367,,ein,wunder,,,,,,,,,
bewegung,22367,,bewegung,,,,,,,,,,
familie samsa,22367,,familie,samsa,,,,,,,,,
zimmers gregor jeden weg,22367,,zimmers,gregor,jeden,weg,,,,,,,
gregors sorge,22367,,gregors,sorge,,,,,,,,,
haaren,22367,,haaren,,,,,,,,,,
wohnung,22367,,wohnung,,,,,,,,,,
schmutz,22367,,schmutz,,,,,,,,,,
aber gretes worte,22367,,aber,gretes,worte,,,,,,,,
herz,22367,,herz,,,,,,,,,,
zufälligkeiten,22367,,zufälligkeiten,,,,,,,,,,
schonung von gregors leben,22367,,schonung,von,gregors,leben,,,,,,,
benehmen,22367,,benehmen,,,,,,,,,,
rosinen,22367,,rosinen,,,,,,,,,,
vollbärte,22367,,vollbärte,,,,,,,,,,
mund,22367,,mund,,,,,,,,,,
namen,22367,,namen,,,,,,,,,,
das aufräumen des zimmers,22367,,das,aufräumen,des,zimmers,,,,,,,
der teufel,22367,,der,teufel,,,,,,,,,
gregor von der tür,22367,,gregor,von,der,tür,,,,,,,
endlich,22367,,endlich,,,,,,,,,,
einschaltung,22367,,einschaltung,,,,,,,,,,
leder,22367,,leder,,,,,,,,,,
abend stenographie,22367,,abend,stenographie,,,,,,,,,
wohnzimmertür,22367,,wohnzimmertür,,,,,,,,,,
schwenken des besens,22367,,schwenken,des,besens,,,,,,,,
guten morgen,22367,,guten,morgen,,,,,,,,,
aber gregor,22367,,aber,gregor,,,,,,,,,
familie zeit,22367,,familie,zeit,,,,,,,,,
würden,22367,,würden,,,,,,,,,,
apfel für apfel,22367,,apfel,für,apfel,,,,,,,,
kommis,22367,,kommis,,,,,,,,,,
brust,22367,,brust,,,,,,,,,,
richtung des laufes,22367,,richtung,des,laufes,,,,,,,,
willkür ruhe,22367,,willkür,ruhe,,,,,,,,,
begleitung,22367,,begleitung,,,,,,,,,,
lieber,22367,,lieber,,,,,,,,,,
vom arzt,22367,,vom,arzt,,,,,,,,,
vater erklärungen,22367,,vater,erklärungen,,,,,,,,,
kanne,22367,,kanne,,,,,,,,,,
absicht,22367,,absicht,,,,,,,,,,
ein schwindelanfall,22367,,ein,schwindelanfall,,,,,,,,,
taschen,22367,,taschen,,,,,,,,,,
augenblick ganz,22367,,augenblick,ganz,,,,,,,,,
sohn,22367,,sohn,,,,,,,,,,
gulden,22367,,gulden,,,,,,,,,,
gregor nahm einen anlauf,22367,,gregor,nahm,einen,anlauf,,,,,,,
vorahnung,22367,,vorahnung,,,,,,,,,,
dame dar,22367,,dame,dar,,,,,,,,,
kopf nach der tür des wohnzimmers,22367,,kopf,nach,der,tür,des,wohnzimmers,,,,,
fetzen,22367,,fetzen,,,,,,,,,,
von der küche,22367,,von,der,küche,,,,,,,,
rauch,22367,,rauch,,,,,,,,,,
gregor das kriechen,22367,,gregor,das,kriechen,,,,,,,,
gregor hier,22367,,gregor,hier,,,,,,,,,
traum,22367,,traum,,,,,,,,,,
haremsfrauen,22367,,haremsfrauen,,,,,,,,,,
runde,22367,,runde,,,,,,,,,,
drehbewegung von der ferne mit der spitze,22367,,drehbewegung,von,der,ferne,mit,der,spitze,,,,
eine zeitlang,22367,,eine,zeitlang,,,,,,,,,
zacken,22367,,zacken,,,,,,,,,,
gregor manchmal eine bemerkung,22367,,gregor,manchmal,eine,bemerkung,,,,,,,
ein weilchen beim fenster,22367,,ein,weilchen,beim,fenster,,,,,,,
vom pult,22367,,vom,pult,,,,,,,,,
möbel,22367,,möbel,,,,,,,,,,
zusprache,22367,,zusprache,,,,,,,,,,
hausknecht,22367,,hausknecht,,,,,,,,,,
gregor gelegenheit,22367,,gregor,gelegenheit,,,,,,,,,
ach gott,22367,,ach,gott,,,,,,,,,
hutgeschäft,22367,,hutgeschäft,,,,,,,,,,
wanderung,22367,,wanderung,,,,,,,,,,
eine kassiererin,22367,,eine,kassiererin,,,,,,,,,
schuld,22367,,schuld,,,,,,,,,,
