bookId-chunkNo,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23
pg51251-18,0.0097,0.2787,0.2401,0.073,0.0282,0.0237,0.0376,0.083,0.022,0,0.0088,0,0.0053,0.1294,0.2758,0.0113,0.0667,0.3333,0.6,0.566,0.2677,0.4908,-0.0929,-0.4271
pg51251-19,0.0084,0.4189,0.0855,0.0575,0.022,0.0273,0.0389,0.0834,0.0187,0.0003,0.0084,0,0.0038,0.131,0.4212,0.0075,0.1538,0.2308,0.6154,0.506,0.2677,0.4908,-0.0929,-0.4271
pg51251-2,0.0087,0.3783,0.0304,0.0556,0.02,0.025,0.038,0.086,0.0211,0.0003,0.0122,0.0001,0.005,0.1366,0.3095,0.01,0.125,0.4375,0.4375,0.5561,0.2677,0.4908,-0.0929,-0.4271
pg51251-20,0.0086,0.3559,0.0278,0.0655,0.0177,0.025,0.0422,0.0819,0.0224,0.0006,0.0087,0,0.0034,0.1334,0.2868,0.0091,0.25,0,0.75,0.5583,0.2677,0.4908,-0.0929,-0.4271
pg51251-3,0.0062,0.4042,0.0314,0.049,0.0178,0.0251,0.0398,0.0874,0.0214,0.0004,0.0101,0,0.0024,0.1377,0.3897,0.0059,0,0.25,0.75,0.4904,0.2677,0.4908,-0.0929,-0.4271
pg51251-4,0.0133,0.3157,0.0657,0.0848,0.0172,0.0192,0.0348,0.0952,0.0258,0.0004,0.0132,0,0.0092,0.1436,0.1236,0.0196,0.2667,0.1333,0.6,0.6597,0.2677,0.4908,-0.0929,-0.4271
pg51251-5,0.0088,0.2983,0.109,0.0809,0.0237,0.0233,0.0374,0.0881,0.023,0.0005,0.0107,0,0.0051,0.1367,0.2908,0.0136,0.3333,0.1667,0.5,0.5897,0.2677,0.4908,-0.0929,-0.4271
pg51251-6,0.0085,0.3667,0.1364,0.0733,0.0257,0.0262,0.0353,0.0874,0.0216,0.0002,0.0123,0,0.006,0.1352,0.2418,0.0116,0.2,0.1333,0.6667,0.604,0.2677,0.4908,-0.0929,-0.4271
pg51251-7,0.0098,0.3273,0.139,0.0703,0.0232,0.0264,0.0324,0.0921,0.0224,0.0004,0.0093,0,0.004,0.1342,0.2817,0.0133,0.0714,0.2143,0.7143,0.5665,0.2677,0.4908,-0.0929,-0.4271
pg51251-8,0.0086,0.1916,0.2074,0.0809,0.0266,0.0256,0.0369,0.0872,0.0243,0.0005,0.0079,0,0.0044,0.1325,0.2181,0.0106,0.25,0.1667,0.5833,0.5941,0.2677,0.4908,-0.0929,-0.4271
pg51251-9,0.0109,0.2308,0.2833,0.0818,0.0287,0.0249,0.0374,0.0878,0.022,0.0002,0.0098,0,0.0043,0.1352,0.2877,0.0118,0.1333,0.1333,0.7333,0.5762,0.2677,0.4908,-0.0929,-0.4271
pg2763-1,0.0087,0.5243,0.0722,0.0528,0.0275,0.0343,0.0543,0.0737,0.0295,0.0021,0.0072,0.0016,0.0016,0.1389,0.1214,0.0027,0.087,0,0.913,0.7243,0.2678,0.4546,-0.0493,-6.2386
pg2763-10,0.014,0.3505,0.1013,0.0554,0.0242,0.0307,0.056,0.0727,0.0325,0.0011,0.0018,0.0011,0.0048,0.1326,0.0504,0.0074,0.1818,0.1818,0.6364,0.7624,0.2678,0.4546,-0.0493,-6.2386
pg2763-2,0.0116,0.3581,0.1966,0.0674,0.0267,0.0271,0.0508,0.0817,0.0333,0.0006,0.0042,0.0023,0.003,0.1396,0.076,0.0081,0.0909,0,0.9091,0.7571,0.2678,0.4546,-0.0493,-6.2386
pg2763-3,0.015,0.1103,0.1615,0.077,0.0264,0.0252,0.0527,0.0787,0.0343,0.0027,0.0034,0.0039,0.0053,0.1414,0.0294,0.0091,0.1429,0.0952,0.7619,0.7965,0.2678,0.4546,-0.0493,-6.2386
pg2763-4,0.0141,0.2823,0.1383,0.0622,0.0253,0.0305,0.0545,0.0741,0.0349,0.0018,0.0037,0.0015,0.0046,0.1356,0.0208,0.0126,0.1304,0.2174,0.6522,0.8101,0.2678,0.4546,-0.0493,-6.2386
pg2763-5,0.0157,0.3324,0.1652,0.0739,0.0284,0.0272,0.0494,0.0685,0.0377,0.002,0.0028,0.0019,0.0057,0.1246,-0.0076,0.0123,0.1304,0.2609,0.6087,0.8135,0.2678,0.4546,-0.0493,-6.2386
pg2763-6,0.0147,0.1945,0.1994,0.0912,0.0327,0.0279,0.0457,0.0744,0.0321,0.0021,0.0027,0.0056,0.0063,0.1305,0.0056,0.0117,0.0909,0.0455,0.8636,0.8202,0.2678,0.4546,-0.0493,-6.2386
pg2763-7,0.0138,0.2585,0.1879,0.0955,0.0306,0.0245,0.0483,0.0776,0.0327,0.002,0.0034,0.0022,0.0034,0.1335,0.0353,0.0104,0.1739,0.087,0.7391,0.8049,0.2678,0.4546,-0.0493,-6.2386
pg2763-8,0.0146,0.245,0.1674,0.0858,0.0289,0.0249,0.0458,0.0724,0.0374,0.0027,0.0031,0.0031,0.0043,0.1271,0.0022,0.0126,0.2381,0.1905,0.5714,0.8175,0.2678,0.4546,-0.0493,-6.2386
pg2763-9,0.0156,0.2611,0.2378,0.0687,0.0259,0.03,0.0442,0.0704,0.0394,0.0013,0.0041,0.0017,0.0074,0.1217,-0.0409,0.0129,0.3333,0.0476,0.619,0.8249,0.2678,0.4546,-0.0493,-6.2386
pg42492-1,0.0113,0.185,0.0537,0.071,0.0333,0.0221,0.0299,0.0583,0.0307,0.0009,0.0088,0.007,0.0062,0.1049,0.1888,0.0165,0.1429,0.1905,0.6667,0.5799,0.2679,0.6775,-0.119,-0.7216
pg42492-2,0.0117,0.2598,0.0127,0.0604,0.0185,0.0195,0.032,0.0735,0.0303,0.001,0.0088,0.0148,0.0069,0.1301,0.1725,0.0162,0.0952,0.2857,0.619,0.5517,0.2679,0.6775,-0.119,-0.7216
pg42492-3,0.0063,0.1278,0.013,0.066,0.0263,0.0233,0.0346,0.0589,0.0294,0.0015,0.0124,0.0057,0.0046,0.1131,0.2942,0.0037,0.0556,0.5556,0.3889,0.5221,0.2679,0.6775,-0.119,-0.7216
pg42492-4,0.0119,0.2583,0.0225,0.0558,0.0286,0.0273,0.0326,0.0618,0.0284,0.0017,0.0127,0.0044,0.0037,0.1132,0.3215,0.0154,0.1,0.35,0.55,0.5099,0.2679,0.6775,-0.119,-0.7216
pg42492-5,0.0124,0.252,0.0703,0.053,0.0224,0.0267,0.0366,0.0655,0.0316,0.0021,0.0118,0.004,0.007,0.12,0.1846,0.0168,0.381,0.3333,0.2857,0.5542,0.2679,0.6775,-0.119,-0.7216
pg42492-6,0.0133,0.2373,0.0305,0.0632,0.0253,0.0222,0.0361,0.0651,0.031,0.0018,0.0114,0.003,0.0061,0.1174,0.2014,0.0154,0.1905,0.2381,0.5714,0.6004,0.2679,0.6775,-0.119,-0.7216
pg42492-7,0.0103,0.2767,0.0645,0.0474,0.0278,0.0222,0.0411,0.0619,0.0269,0.002,0.0128,0.0032,0.002,0.121,0.4141,0.0135,0.1667,0.6111,0.2222,0.4495,0.2679,0.6775,-0.119,-0.7216
pg149-1,0.0175,0.1575,0.028,0.0708,0.0219,0.0218,0.0396,0.0576,0.0374,0.0001,0.0027,0.0024,0.0019,0.1024,0.0494,0.0079,0.2069,0.2414,0.5517,0.5982,0.2684,0.5862,-0.1197,0.0477
pg149-2,0.0193,0.148,0.083,0.0835,0.0273,0.0211,0.0424,0.0649,0.0379,0.0001,0.001,0.003,0.0025,0.1114,0.03,0.01,0.125,0.1563,0.7188,0.655,0.2684,0.5862,-0.1197,0.0477
pg149-3,0.0214,0.0719,0.1588,0.0896,0.0244,0.0242,0.0407,0.0569,0.0441,0.0006,0.0003,0.0031,0.0037,0.1016,-0.059,0.0072,0.4545,0.1515,0.3939,0.7123,0.2684,0.5862,-0.1197,0.0477
pg149-4,0.017,0.1798,0.0932,0.0779,0.0254,0.0263,0.0386,0.0562,0.0411,0.0002,0.0012,0.0065,0.0025,0.1027,-0.0047,0.0047,0.0968,0.2903,0.6129,0.6352,0.2684,0.5862,-0.1197,0.0477
pg10659-1,0.0138,0.563,0,0.0696,0.024,0.0287,0.0398,0.0655,0.0381,0.0004,0.0033,0.0088,0.0019,0.1178,0.0651,0.01,0.0476,0.1905,0.7619,0.6063,0.2686,0.3556,-0.25,-0.3953
pg10659-2,0.013,0.3994,0.0943,0.0687,0.0257,0.0287,0.0429,0.0668,0.0334,0.0008,0.0043,0.0077,0.0045,0.1225,0.1152,0.0115,0.5,0.35,0.15,0.6396,0.2686,0.3556,-0.25,-0.3953
pg10659-3,0.0143,0.1629,0.1741,0.0655,0.0241,0.0309,0.0469,0.0684,0.0333,0.0003,0.0048,0.0068,0.002,0.1272,0.1573,0.011,0.2609,0.3043,0.4348,0.6267,0.2686,0.3556,-0.25,-0.3953
pg10659-4,0.0172,0.2715,0.0257,0.0687,0.0208,0.027,0.0444,0.0686,0.0329,0.0003,0.0046,0.0087,0.002,0.1266,0.1319,0.016,0.1429,0.1429,0.7143,0.6227,0.2686,0.3556,-0.25,-0.3953
pg10659-5,0.0168,0.3359,0.0619,0.0673,0.0232,0.0246,0.0444,0.058,0.0376,0.0003,0.0047,0.0088,0.0027,0.1162,0.0441,0.0136,0.381,0.1905,0.4286,0.6319,0.2686,0.3556,-0.25,-0.3953
pg10659-6,0.0152,0.2619,0.0031,0.0754,0.0237,0.0237,0.0387,0.0649,0.0429,0.0003,0.0024,0.0096,0.008,0.1158,-0.0484,0.0162,0.1905,0.3333,0.4762,0.658,0.2686,0.3556,-0.25,-0.3953
pg7508-1,0.0135,0.2061,0.2798,0.0884,0.0256,0.0247,0.0385,0.0604,0.0296,0.0023,0.0095,0.0037,0.0051,0.1144,0.1366,0,0.1053,0.2105,0.6842,0.6684,0.2687,0.474,0.0255,1.236
pg7508-10,0.0205,0.1979,0.3201,0.0911,0.0251,0.0264,0.0357,0.0517,0.0358,0.0032,0.0075,0.0019,0.007,0.1,0.0016,0.0003,0.3,0.2,0.5,0.7097,0.2687,0.474,0.0255,1.236
pg7508-11,0.0111,0.2437,0.1576,0.0575,0.018,0.0312,0.0374,0.06,0.0316,0.0018,0.0089,0.0026,0.0027,0.1107,0.1398,0.0002,0.15,0.15,0.7,0.6329,0.2687,0.474,0.0255,1.236
pg7508-12,0.0144,0.3394,0.2219,0.076,0.0227,0.0297,0.0399,0.0611,0.0308,0.002,0.0088,0.0024,0.0033,0.1142,0.1495,0,0.15,0.1,0.75,0.6641,0.2687,0.474,0.0255,1.236
pg7508-13,0.0122,0.1964,0.4183,0.0919,0.0262,0.0226,0.0414,0.0606,0.0329,0.0018,0.0078,0.0027,0.0056,0.1143,0.0799,0,0.25,0.15,0.6,0.7009,0.2687,0.474,0.0255,1.236
pg7508-14,0.0126,0.279,0.317,0.0889,0.0294,0.0243,0.0389,0.0597,0.0306,0.0025,0.0056,0.0021,0.0023,0.1088,0.1578,0.0013,0.3,0.15,0.55,0.6615,0.2687,0.474,0.0255,1.236
pg7508-15,0.0177,0.1967,0.3149,0.1002,0.0284,0.026,0.0365,0.0642,0.0336,0.0008,0.0102,0.0035,0.0135,0.1152,-0.0002,0.0003,0.4286,0,0.5714,0.7516,0.2687,0.474,0.0255,1.236
pg7508-16,0.0155,0.1379,0.296,0.0985,0.0248,0.0227,0.0349,0.0642,0.0359,0.0015,0.0101,0.0036,0.0071,0.1143,0.059,0,0.2381,0.1905,0.5714,0.7184,0.2687,0.474,0.0255,1.236
pg7508-17,0.0159,0.1202,0.3106,0.0892,0.0235,0.0274,0.0371,0.0605,0.0333,0.003,0.0094,0.004,0.0072,0.114,0.0625,0.0002,0.1818,0.2727,0.5455,0.7286,0.2687,0.474,0.0255,1.236
pg7508-2,0.0151,0.1821,0.3391,0.0812,0.0226,0.0213,0.039,0.0553,0.0358,0.0016,0.0103,0.0031,0.0042,0.1093,0.076,0.0001,0.381,0.0952,0.5238,0.6938,0.2687,0.474,0.0255,1.236
pg7508-3,0.0137,0.2074,0.3344,0.0706,0.0215,0.0276,0.0379,0.0542,0.0386,0.0014,0.0077,0.0016,0.0038,0.1028,0.0532,0.0001,0.2857,0,0.7143,0.687,0.2687,0.474,0.0255,1.236
pg7508-4,0.0187,0.1913,0.3576,0.0869,0.0286,0.0278,0.0365,0.0601,0.034,0.0018,0.0096,0.002,0.0058,0.11,0.059,0.0001,0.2105,0.2105,0.5789,0.7298,0.2687,0.474,0.0255,1.236
pg7508-5,0.013,0.2026,0.3711,0.0838,0.0302,0.029,0.0357,0.0575,0.0321,0.0015,0.0084,0.0031,0.0043,0.1062,0.1139,0.0001,0.1667,0.2222,0.6111,0.6818,0.2687,0.474,0.0255,1.236
pg7508-6,0.0183,0.1665,0.2565,0.0979,0.0222,0.0255,0.0384,0.0617,0.0367,0.001,0.0101,0.003,0.0061,0.1142,0.0091,0,0.2727,0.2727,0.4545,0.7727,0.2687,0.474,0.0255,1.236
pg7508-7,0.016,0.2553,0.2653,0.0691,0.0206,0.0264,0.0384,0.0603,0.0346,0.0017,0.0097,0.0038,0.0052,0.1139,0.0637,0,0.2273,0.1818,0.5909,0.7018,0.2687,0.474,0.0255,1.236
pg7508-8,0.0182,0.2224,0.2252,0.0886,0.0193,0.0242,0.036,0.0612,0.0341,0.0018,0.0097,0.0037,0.0058,0.1124,0.0566,0.0012,0.4762,0.0476,0.4762,0.7089,0.2687,0.474,0.0255,1.236
pg7508-9,0.0186,0.1317,0.2999,0.0727,0.023,0.0281,0.0323,0.0575,0.0385,0.0029,0.0067,0.0041,0.007,0.1035,0.0007,0.0014,0.3182,0.1364,0.5455,0.7259,0.2687,0.474,0.0255,1.236
pg39940-1,0.029,0.374,0.0534,0.0703,0.0158,0.0241,0.031,0.0518,0.0503,0.0018,0.0135,0.0031,0.0044,0.1012,-0.0866,0.0305,0.2727,0.2121,0.5152,0.6932,0.269,0.578,-0.1251,-2.7767
pg39940-2,0.0335,0.3377,0.1104,0.0751,0.0173,0.0233,0.0263,0.0461,0.051,0.0016,0.0142,0.0018,0.0045,0.09,-0.1001,0.0322,0.4688,0.2188,0.3125,0.7247,0.269,0.578,-0.1251,-2.7767
pg39940-3,0.0265,0.3526,0.0165,0.0708,0.014,0.0238,0.0298,0.053,0.0486,0.0011,0.0097,0.0033,0.0052,0.0969,-0.0802,0.0325,0.4375,0.1875,0.375,0.7403,0.269,0.578,-0.1251,-2.7767
pg39940-4,0.0247,0.3819,0.0367,0.0686,0.0131,0.0235,0.0311,0.0487,0.0497,0.0017,0.0072,0.0034,0.0032,0.0921,-0.0745,0.0273,0.2188,0.2188,0.5625,0.7221,0.269,0.578,-0.1251,-2.7767
pg39940-5,0.025,0.391,0.0577,0.0789,0.0216,0.0207,0.0334,0.0586,0.0479,0.0015,0.012,0.0024,0.0012,0.1079,-0.0577,0.0257,0.1212,0.3333,0.5455,0.7339,0.269,0.578,-0.1251,-2.7767
pg39940-6,0.0262,0.3248,0.1624,0.0735,0.0164,0.0262,0.0321,0.0513,0.0471,0.0021,0.012,0.003,0.0035,0.1005,-0.0641,0.0278,0.1818,0.2424,0.5758,0.7462,0.269,0.578,-0.1251,-2.7767
pg39940-7,0.0282,0.3748,0.1342,0.0747,0.0259,0.0214,0.033,0.0551,0.0494,0.0023,0.0107,0.0036,0.0058,0.1047,-0.0837,0.0311,0.303,0.3333,0.3636,0.6804,0.269,0.578,-0.1251,-2.7767
pg39940-8,0.024,0.2515,0.1099,0.0874,0.0222,0.0231,0.0283,0.0548,0.0485,0.0025,0.007,0.0031,0.004,0.0957,-0.0733,0.0334,0.2121,0.303,0.4848,0.737,0.269,0.578,-0.1251,-2.7767
pg31228-1,0.0153,0.1357,0.0483,0.079,0.0183,0.0302,0.0333,0.076,0.0333,0.0001,0.0023,0.0001,0.0029,0.1118,0.2079,0.0081,0.0385,0.2308,0.7308,0.6508,0.2691,0.5651,-0.2901,-0.4779
pg31228-2,0.0183,0.0652,0.1691,0.0978,0.0264,0.0253,0.0346,0.0636,0.0375,0.0001,0.0017,0.0004,0.0043,0.1004,0.1034,0.0121,0.0769,0.1923,0.7308,0.7023,0.2691,0.5651,-0.2901,-0.4779
pg31228-3,0.0162,0.1738,0.0773,0.0895,0.0256,0.0276,0.028,0.0635,0.0331,0.0002,0.0021,0.0001,0.0036,0.0939,0.1725,0.0123,0.1667,0.3333,0.5,0.6389,0.2691,0.5651,-0.2901,-0.4779
pg31228-4,0.0169,0.2179,0.0584,0.0811,0.0217,0.0298,0.0293,0.0632,0.0331,0.0001,0.0028,0.0004,0.002,0.0958,0.2394,0.0139,0.1154,0.1923,0.6923,0.6146,0.2691,0.5651,-0.2901,-0.4779
pg31228-5,0.0147,0.2681,0.002,0.0815,0.0207,0.0304,0.0317,0.067,0.0348,0,0.0024,0.0001,0.0032,0.1012,0.1929,0.009,0.1304,0.1739,0.6957,0.661,0.2691,0.5651,-0.2901,-0.4779
pg31228-6,0.0153,0.1736,0.0819,0.1011,0.0248,0.0264,0.0312,0.0593,0.0367,0.0001,0.0024,0.0002,0.0033,0.0931,0.1354,0.0097,0.2,0.32,0.48,0.7043,0.2691,0.5651,-0.2901,-0.4779
pg1155-1,0.0378,0.1323,0.1444,0.082,0.017,0.0211,0.0242,0.0451,0.064,0.0028,0.0002,0.0076,0.0167,0.0799,-0.2779,0.036,0.3556,0.2222,0.4222,0.7619,0.2692,0.5395,-0.1097,-0.3147
pg1155-10,0.0288,0.1803,0.0848,0.0927,0.0172,0.022,0.025,0.0459,0.0584,0.0004,0.0001,0.0104,0.0123,0.0818,-0.222,0.0246,0.3636,0.2045,0.4318,0.7572,0.2692,0.5395,-0.1097,-0.3147
pg1155-2,0.0323,0.2224,0.094,0.0816,0.0173,0.0226,0.0264,0.0511,0.0626,0.0017,0.0005,0.0077,0.0115,0.0874,-0.2406,0.0283,0.3556,0.2667,0.3778,0.738,0.2692,0.5395,-0.1097,-0.3147
pg1155-3,0.0301,0.2692,0.2308,0.0716,0.0194,0.0244,0.0255,0.0507,0.0601,0.0031,0.0005,0.0065,0.0067,0.0863,-0.2121,0.0228,0.3023,0.093,0.6047,0.7027,0.2692,0.5395,-0.1097,-0.3147
pg1155-4,0.0277,0.1668,0.1685,0.0989,0.0162,0.0231,0.0262,0.056,0.0652,0.0006,0.0001,0.0046,0.0081,0.0875,-0.2381,0.0273,0.4667,0.1333,0.4,0.815,0.2692,0.5395,-0.1097,-0.3147
pg1155-5,0.0429,0.1604,0.2351,0.0803,0.0188,0.0205,0.0209,0.0455,0.069,0.0009,0.0003,0.01,0.0096,0.0776,-0.2731,0.0397,0.4222,0.1778,0.4,0.7795,0.2692,0.5395,-0.1097,-0.3147
pg1155-6,0.0334,0.3696,0.1106,0.0861,0.0224,0.0258,0.0241,0.0409,0.0711,0.0012,0.0005,0.0074,0.0072,0.0741,-0.2742,0.0273,0.25,0.2273,0.5227,0.7884,0.2692,0.5395,-0.1097,-0.3147
pg1155-7,0.0345,0.1977,0.1362,0.0867,0.019,0.0248,0.0222,0.0399,0.0693,0.0012,0.0003,0.0061,0.0072,0.0697,-0.2657,0.0299,0.4667,0.1333,0.4,0.8035,0.2692,0.5395,-0.1097,-0.3147
pg1155-8,0.0348,0.2799,0.0521,0.0884,0.0152,0.025,0.019,0.0432,0.0661,0.0022,0.0001,0.0103,0.014,0.0748,-0.2646,0.0304,0.3636,0.2045,0.4318,0.7548,0.2692,0.5395,-0.1097,-0.3147
pg1155-9,0.0265,0.1412,0.1161,0.0998,0.0199,0.0265,0.0273,0.0399,0.0678,0.0013,0.0003,0.0103,0.0099,0.0791,-0.2505,0.0235,0.3556,0.2667,0.3778,0.8036,0.2692,0.5395,-0.1097,-0.3147
pg36374-1,0.0164,0.1044,0.1275,0.074,0.0342,0.0249,0.0345,0.0688,0.036,0.0003,0.0094,0.0025,0.0029,0.1155,0.0548,0.0093,0.0769,0.1923,0.7308,0.7062,0.27,0.4521,-0.1177,0.2598
pg36374-10,0.0258,0.137,0.2664,0.0825,0.035,0.0244,0.0328,0.0603,0.0428,0.0005,0.0117,0.0051,0.0082,0.1104,-0.0841,0.0163,0.0769,0.3462,0.5769,0.7517,0.27,0.4521,-0.1177,0.2598
pg36374-11,0.0184,0.0637,0.333,0.0764,0.032,0.0271,0.0361,0.0673,0.0378,0.0004,0.009,0.0069,0.0062,0.1197,-0.0237,0.0094,0.3333,0.1481,0.5185,0.7754,0.27,0.4521,-0.1177,0.2598
pg36374-12,0.0166,0.206,0.0389,0.0863,0.0346,0.0223,0.0352,0.0687,0.0416,0.0003,0.0043,0.0025,0.0052,0.111,-0.0227,0.0087,0.16,0.44,0.4,0.7368,0.27,0.4521,-0.1177,0.2598
pg36374-13,0.0183,0.2061,0.0579,0.09,0.0308,0.0239,0.0338,0.0586,0.0431,0.0004,0.0074,0.0038,0.0064,0.104,-0.0916,0.0085,0.125,0.1667,0.7083,0.7635,0.27,0.4521,-0.1177,0.2598
pg36374-14,0.0116,0.1978,0.1132,0.09,0.0293,0.0278,0.0392,0.0532,0.0462,0.0011,0.008,0.0061,0.0056,0.1076,-0.0755,0.0097,0.1481,0.2593,0.5926,0.7586,0.27,0.4521,-0.1177,0.2598
pg36374-15,0.021,0.1449,0.209,0.0918,0.0333,0.0252,0.037,0.0643,0.0432,0.0013,0.0096,0.0046,0.0097,0.1167,-0.0895,0.0096,0.2593,0.3333,0.4074,0.8151,0.27,0.4521,-0.1177,0.2598
pg36374-2,0.0179,0.0548,0.3404,0.0679,0.0361,0.0259,0.0355,0.0709,0.0371,0.0003,0.0069,0.0027,0.0037,0.1163,0.0143,0.0118,0.1154,0.3077,0.5769,0.6797,0.27,0.4521,-0.1177,0.2598
pg36374-3,0.0228,0.0813,0.3138,0.0746,0.0312,0.0262,0.0287,0.0707,0.0383,0.001,0.0103,0.0043,0.0096,0.115,-0.0649,0.0203,0.4231,0.1923,0.3846,0.7176,0.27,0.4521,-0.1177,0.2598
pg36374-4,0.0238,0.0791,0.2958,0.0824,0.0251,0.0238,0.033,0.0694,0.0401,0.0007,0.0105,0.0032,0.009,0.1168,-0.0715,0.0197,0.1154,0.3077,0.5769,0.7492,0.27,0.4521,-0.1177,0.2598
pg36374-5,0.0269,0.1483,0.194,0.0901,0.0259,0.0228,0.0308,0.0705,0.0362,0.0006,0.0122,0.0054,0.0128,0.1195,-0.0666,0.021,0.3704,0.2222,0.4074,0.7519,0.27,0.4521,-0.1177,0.2598
pg36374-6,0.0341,0.0668,0.2737,0.1052,0.0296,0.0203,0.0295,0.0614,0.044,0.0001,0.0131,0.0071,0.0123,0.1112,-0.1105,0.0295,0.1154,0.3462,0.5385,0.802,0.27,0.4521,-0.1177,0.2598
pg36374-7,0.0226,0.1276,0.2436,0.0968,0.0317,0.0234,0.032,0.0646,0.0396,0.0006,0.0132,0.0045,0.0044,0.1149,-0.0429,0.0161,0.3462,0.3462,0.3077,0.7512,0.27,0.4521,-0.1177,0.2598
pg36374-8,0.0229,0.029,0.2723,0.0909,0.0369,0.0245,0.0347,0.0647,0.0417,0.0002,0.0115,0.0071,0.0119,0.1182,-0.1132,0.0181,0.4074,0.1481,0.4444,0.8163,0.27,0.4521,-0.1177,0.2598
pg36374-9,0.0233,0.085,0.3182,0.0809,0.0379,0.0254,0.0307,0.0623,0.0406,0,0.0107,0.007,0.0072,0.1107,-0.0493,0.0134,0.2609,0.1304,0.6087,0.7568,0.27,0.4521,-0.1177,0.2598
pg2155-1,0.0143,0.2773,0.2616,0.0752,0.0265,0.0231,0.0252,0.0476,0.033,0.0005,0.0062,0.0139,0.0056,0.0934,-0.0016,0.0097,0.5,0.0714,0.4286,0.6621,0.2704,0.5213,-0.1185,-0.6291
pg2155-10,0.0225,0.189,0.2192,0.1177,0.0274,0.0247,0.021,0.0417,0.0463,0.0013,0.005,0.0202,0.0142,0.0892,-0.0245,0.0175,0.3214,0.3214,0.3571,0.8243,0.2704,0.5213,-0.1185,-0.6291
pg2155-2,0.0164,0.2369,0.1557,0.0793,0.0241,0.0253,0.0226,0.0453,0.0391,0.0012,0.0039,0.0097,0.0066,0.0827,-0.0118,0.0133,0.2414,0.2414,0.5172,0.7044,0.2704,0.5213,-0.1185,-0.6291
pg2155-3,0.0222,0.1446,0.2503,0.0681,0.0218,0.0242,0.0217,0.0437,0.0394,0.0012,0.0054,0.0132,0.0067,0.0852,-0.0159,0.0204,0.2857,0.1429,0.5714,0.6975,0.2704,0.5213,-0.1185,-0.6291
pg2155-4,0.0183,0.1928,0.1024,0.0784,0.0222,0.0227,0.0221,0.0484,0.0365,0.0016,0.0046,0.0076,0.0065,0.0843,-0.0077,0.0206,0.3103,0.2414,0.4483,0.6482,0.2704,0.5213,-0.1185,-0.6291
pg2155-5,0.0152,0.3539,0.3223,0.0917,0.0349,0.0255,0.0239,0.0425,0.0372,0.0008,0.0061,0.011,0.0061,0.0843,-0.0074,0.009,0.3214,0.25,0.4286,0.7148,0.2704,0.5213,-0.1185,-0.6291
pg2155-6,0.0167,0.185,0.2601,0.073,0.0335,0.0276,0.0204,0.0453,0.0363,0.0009,0.0055,0.0172,0.0087,0.0893,-0.0134,0.0165,0.2414,0.2069,0.5517,0.6965,0.2704,0.5213,-0.1185,-0.6291
pg2155-7,0.0207,0.2363,0.2704,0.0978,0.0283,0.0241,0.0212,0.0415,0.0375,0.0012,0.0078,0.0105,0.0061,0.0822,-0.0102,0.0165,0.1429,0.1071,0.75,0.71,0.2704,0.5213,-0.1185,-0.6291
pg2155-8,0.017,0.2585,0.1786,0.0866,0.0248,0.0242,0.0202,0.0404,0.0417,0.0017,0.0063,0.0133,0.0056,0.0819,-0.0132,0.0126,0.2414,0.1724,0.5862,0.7144,0.2704,0.5213,-0.1185,-0.6291
pg2155-9,0.0206,0.2144,0.372,0.0882,0.0298,0.0289,0.0203,0.0429,0.0383,0.001,0.0046,0.0104,0.0068,0.0792,-0.013,0.0132,0.3214,0.4286,0.25,0.7236,0.2704,0.5213,-0.1185,-0.6291
pg34835-1,0.017,0.2611,0.1553,0.0702,0.0225,0.0241,0.0285,0.0615,0.055,0.0001,0.0016,0.0037,0.0047,0.0954,-0.1176,0.0226,0.0769,0.359,0.5641,0.7439,0.2706,0.5646,-0.1435,0.7486
pg34835-2,0.0202,0.2358,0.2191,0.0836,0.0241,0.022,0.0293,0.0602,0.0562,0.0001,0.0021,0.0022,0.005,0.0939,-0.1334,0.027,0.3077,0.2308,0.4615,0.7759,0.2706,0.5646,-0.1435,0.7486
pg34835-3,0.0226,0.1731,0.174,0.0923,0.0221,0.0215,0.0245,0.0619,0.0602,0,0.0032,0.0024,0.0082,0.092,-0.1706,0.0325,0.1795,0.2308,0.5897,0.8263,0.2706,0.5646,-0.1435,0.7486
pg34835-4,0.0184,0.2657,0.1191,0.1068,0.0208,0.022,0.0255,0.0552,0.058,0,0.0027,0.0028,0.0078,0.0862,-0.1666,0.0265,0.2308,0.1538,0.6154,0.8281,0.2706,0.5646,-0.1435,0.7486
pg34835-5,0.0197,0.2591,0.083,0.098,0.0201,0.022,0.0253,0.0557,0.0582,0,0.0027,0.0024,0.007,0.0861,-0.1666,0.0278,0.2821,0.2308,0.4872,0.8107,0.2706,0.5646,-0.1435,0.7486
pg34835-6,0.0194,0.2966,0.0498,0.1038,0.0206,0.0204,0.0275,0.0576,0.0577,0.0001,0.0023,0.0039,0.0083,0.0914,-0.1573,0.0245,0.4211,0.2105,0.3684,0.7974,0.2706,0.5646,-0.1435,0.7486
pg34835-7,0.0195,0.2058,0.1357,0.1087,0.0225,0.0223,0.0253,0.0576,0.0565,0,0.0025,0.0044,0.0073,0.0898,-0.1457,0.0279,0.1282,0.2051,0.6667,0.8178,0.2706,0.5646,-0.1435,0.7486
