bookId-chunkNo,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23
pg40836-3,0.0214,0.0993,0.1732,0.1033,0.0226,0.0301,0.0256,0.0683,0.046,0.0004,0.0014,0.0104,0.0084,0.1061,-0.0981,0.0195,0.4,0.0857,0.5143,0.7682,0.1341,0.4962,-0.1325,0.3243
pg40836-4,0.0271,0.1757,0.1015,0.0977,0.0235,0.0274,0.025,0.0636,0.056,0.0001,0.0007,0.0079,0.0057,0.0973,-0.1573,0.0227,0.4118,0.2647,0.3235,0.7666,0.1341,0.4962,-0.1325,0.3243
pg40836-5,0.0246,0.1194,0.1481,0.0887,0.0193,0.0303,0.0289,0.0597,0.0534,0,0.0005,0.0073,0.0081,0.0964,-0.1468,0.0173,0.3714,0.1714,0.4571,0.7376,0.1341,0.4962,-0.1325,0.3243
pg40836-6,0.0214,0.133,0.0656,0.0922,0.0176,0.0317,0.0277,0.0655,0.0494,0.0001,0.0002,0.0076,0.0064,0.1011,-0.0875,0.0149,0.3824,0.0588,0.5588,0.7482,0.1341,0.4962,-0.1325,0.3243
pg40836-7,0.0243,0.2029,0.0321,0.0987,0.0166,0.0273,0.0227,0.0662,0.0541,0.0004,0.0006,0.0077,0.0086,0.0976,-0.1607,0.0245,0.3611,0.1667,0.4722,0.7555,0.1341,0.4962,-0.1325,0.3243
pg40836-8,0.0186,0.2106,0.1191,0.0867,0.0264,0.0348,0.0253,0.0749,0.0502,0.0002,0.0003,0.0155,0.0072,0.1162,-0.0845,0.013,0.2286,0.1714,0.6,0.7246,0.1341,0.4962,-0.1325,0.3243
pg50318-1,0.0375,0.2603,0.2522,0.0849,0.0265,0.0261,0.035,0.0755,0.0454,0.0004,0.0041,0.002,0.0067,0.117,-0.0921,0.0298,0.2,0.3333,0.4667,0.6745,0.1341,0.5139,-0.0244,26.0753
pg50318-2,0.0254,0.1624,0.1641,0.0843,0.0339,0.0231,0.0408,0.0787,0.0414,0.0003,0.0049,0.0022,0.0048,0.1269,-0.0446,0.0208,0.5517,0.0345,0.4138,0.6897,0.1341,0.5139,-0.0244,26.0753
pg50318-3,0.0217,0.1867,0.4388,0.0618,0.0346,0.0279,0.0386,0.0762,0.0358,0.0003,0.0043,0.0022,0.0043,0.1216,0.0322,0.017,0.069,0.4138,0.5172,0.6153,0.1341,0.5139,-0.0244,26.0753
pg50318-4,0.0242,0.2621,0.2374,0.0699,0.0274,0.0244,0.0406,0.0785,0.0375,0.0004,0.0057,0.0025,0.005,0.1277,-0.0152,0.0205,0.2759,0.1034,0.6207,0.6391,0.1341,0.5139,-0.0244,26.0753
pg50318-5,0.0422,0.2336,0.2352,0.0939,0.0298,0.0225,0.0296,0.0742,0.0524,0.0002,0.0073,0.0019,0.0089,0.1132,-0.1395,0.0403,0.4483,0.1724,0.3793,0.6871,0.1341,0.5139,-0.0244,26.0753
pg50318-6,0.0231,0.1899,0.1743,0.0923,0.0299,0.025,0.0415,0.079,0.0402,0.0006,0.0069,0.0027,0.007,0.1307,-0.0409,0.0201,0.25,0.2143,0.5357,0.6913,0.1341,0.5139,-0.0244,26.0753
pg50318-7,0.0315,0.1227,0.2387,0.0777,0.0266,0.0239,0.0376,0.0794,0.0437,0.0006,0.0065,0.0026,0.0077,0.1267,-0.0972,0.0264,0.1923,0.3077,0.5,0.6858,0.1341,0.5139,-0.0244,26.0753
pg50318-8,0.0258,0.1272,0.2893,0.0751,0.0279,0.0256,0.0348,0.0761,0.0412,0.0008,0.0087,0.0018,0.0063,0.1222,-0.0424,0.0217,0.1429,0.3571,0.5,0.6792,0.1341,0.5139,-0.0244,26.0753
pg50318-9,0.0345,0.1554,0.1976,0.0946,0.0235,0.0211,0.0341,0.0806,0.0477,0.0002,0.006,0.0004,0.0052,0.1213,-0.1202,0.0335,0.1,0.1667,0.7333,0.74,0.1341,0.5139,-0.0244,26.0753
pg9832-1,0.0166,0.3439,0.0272,0.0705,0.0214,0.0273,0.0309,0.0431,0.0629,0.0004,0.0023,0.0045,0.0042,0.0812,-0.1724,0.0133,0.4865,0.0811,0.4324,0.7646,0.1343,0.5473,0.0612,0.3965
pg9832-10,0.019,0.2379,0.1155,0.0857,0.0173,0.0259,0.0288,0.0456,0.0601,0.0003,0.0024,0.0037,0.0036,0.0808,-0.1552,0.0213,0.2162,0.3784,0.4054,0.7534,0.1343,0.5473,0.0612,0.3965
pg9832-11,0.021,0.2916,0.1045,0.085,0.0251,0.0227,0.0335,0.0493,0.0597,0,0.0021,0.0032,0.0034,0.0881,-0.1468,0.023,0.1892,0.027,0.7838,0.7667,0.1343,0.5473,0.0612,0.3965
pg9832-12,0.0233,0.2785,0.0617,0.089,0.018,0.0234,0.0275,0.0433,0.0596,0.0003,0.003,0.003,0.0038,0.0771,-0.1566,0.0252,0.2162,0.2703,0.5135,0.7703,0.1343,0.5473,0.0612,0.3965
pg9832-13,0.0248,0.3692,0.0349,0.0838,0.0137,0.025,0.0301,0.0461,0.063,0,0.0021,0.0025,0.0035,0.0808,-0.18,0.0277,0.3514,0.2432,0.4054,0.7676,0.1343,0.5473,0.0612,0.3965
pg9832-14,0.0217,0.2818,0.0421,0.09,0.022,0.0264,0.0357,0.0426,0.063,0.0002,0.0029,0.0027,0.004,0.084,-0.1781,0.0229,0.2973,0.1622,0.5405,0.7819,0.1343,0.5473,0.0612,0.3965
pg9832-2,0.0203,0.2557,0.0347,0.0807,0.0202,0.0284,0.0243,0.049,0.0542,0.0003,0.0026,0.0056,0.0048,0.0818,-0.11,0.0205,0.1892,0.1892,0.6216,0.7285,0.1343,0.5473,0.0612,0.3965
pg9832-3,0.018,0.2253,0.112,0.0604,0.0146,0.0265,0.0305,0.0473,0.0553,0,0.0032,0.0036,0.0042,0.0846,-0.1132,0.0186,0.3784,0.1622,0.4595,0.7221,0.1343,0.5473,0.0612,0.3965
pg9832-4,0.022,0.2471,0.1103,0.0838,0.0214,0.0258,0.0312,0.0493,0.0626,0.0002,0.0026,0.0045,0.0037,0.0878,-0.1673,0.0235,0.1944,0.3056,0.5,0.7645,0.1343,0.5473,0.0612,0.3965
pg9832-5,0.0184,0.2687,0.1447,0.0793,0.0223,0.0279,0.0317,0.0438,0.059,0.0001,0.0031,0.0045,0.0027,0.0832,-0.1351,0.0183,0.2222,0.0833,0.6944,0.7433,0.1343,0.5473,0.0612,0.3965
pg9832-6,0.0214,0.2984,0.0401,0.0878,0.0218,0.0267,0.033,0.0432,0.0599,0.0001,0.0022,0.0035,0.0045,0.082,-0.1531,0.021,0.3514,0.1622,0.4865,0.7747,0.1343,0.5473,0.0612,0.3965
pg9832-7,0.0215,0.2755,0.1592,0.0815,0.0234,0.0247,0.0292,0.0445,0.0605,0.0001,0.0014,0.0032,0.0048,0.0784,-0.1573,0.0219,0.3243,0.1351,0.5405,0.7325,0.1343,0.5473,0.0612,0.3965
pg9832-8,0.0201,0.2567,0.0888,0.0829,0.0184,0.0282,0.0259,0.0414,0.0586,0,0.0024,0.0027,0.0026,0.0724,-0.1403,0.0214,0.2703,0.2703,0.4595,0.7563,0.1343,0.5473,0.0612,0.3965
pg9832-9,0.0192,0.2814,0.0692,0.0875,0.0223,0.028,0.0278,0.0393,0.0585,0,0.003,0.0043,0.0038,0.0744,-0.1475,0.0213,0.2703,0.2162,0.5135,0.7518,0.1343,0.5473,0.0612,0.3965
pg32840-1,0.0159,0.2634,0.0559,0.0589,0.0216,0.028,0.0357,0.0906,0.0253,0.0001,0.0079,0.0064,0.0055,0.1407,0.2359,0.018,0.0556,0.2778,0.6667,0.5928,0.1344,0.5351,0.2972,-0.7634
pg32840-10,0.0196,0.2109,0.1501,0.0903,0.0216,0.0205,0.0281,0.0844,0.0346,0.0006,0.0087,0.0071,0.0106,0.1289,-0.0309,0.0241,0.2273,0.0909,0.6818,0.7398,0.1344,0.5351,0.2972,-0.7634
pg32840-11,0.0153,0.299,0.0343,0.0822,0.0168,0.0248,0.0328,0.0838,0.0312,0.0013,0.0099,0.0086,0.0051,0.1364,0.1225,0.0134,0.0909,0.2273,0.6818,0.689,0.1344,0.5351,0.2972,-0.7634
pg32840-12,0.0164,0.3009,0.0659,0.0844,0.0173,0.0259,0.0337,0.0775,0.0344,0.0003,0.0076,0.0079,0.0064,0.127,0.0168,0.0141,0.3182,0.0455,0.6364,0.7074,0.1344,0.5351,0.2972,-0.7634
pg32840-13,0.0172,0.2261,0.1261,0.0702,0.0218,0.0237,0.0329,0.079,0.0321,0.0004,0.0097,0.0064,0.0071,0.1284,0.0541,0.0229,0.1818,0.0909,0.7273,0.6705,0.1344,0.5351,0.2972,-0.7634
pg32840-14,0.0202,0.1305,0.2042,0.0919,0.0276,0.0239,0.0285,0.0818,0.0337,0.0008,0.0076,0.0074,0.0061,0.1261,0.0287,0.0263,0.1905,0.2857,0.5238,0.6865,0.1344,0.5351,0.2972,-0.7634
pg32840-15,0.0209,0.2048,0.179,0.0909,0.0253,0.0211,0.0302,0.0752,0.0386,0.0005,0.0072,0.0079,0.0095,0.121,-0.0441,0.0241,0.2273,0.1818,0.5909,0.7333,0.1344,0.5351,0.2972,-0.7634
pg32840-16,0.0217,0.2182,0.1157,0.0981,0.0229,0.0226,0.0313,0.0825,0.0365,0.0004,0.0089,0.009,0.0065,0.1321,0.0021,0.0271,0.3478,0.1304,0.5217,0.7201,0.1344,0.5351,0.2972,-0.7634
pg32840-17,0.0109,0.3068,0.0817,0.0798,0.0193,0.0226,0.034,0.0774,0.028,0.0003,0.0093,0.0066,0.007,0.1276,0.1378,0.0149,0.0952,0.381,0.5238,0.6733,0.1344,0.5351,0.2972,-0.7634
pg32840-18,0.014,0.3224,0.0206,0.0882,0.0185,0.021,0.0355,0.0759,0.0299,0.0012,0.0098,0.005,0.0059,0.1274,0.1344,0.0148,0.2609,0.1304,0.6087,0.6825,0.1344,0.5351,0.2972,-0.7634
pg32840-19,0.0127,0.3523,0.0183,0.0786,0.025,0.0271,0.0337,0.0736,0.0327,0.0005,0.009,0.0043,0.0039,0.1211,0.1208,0.0123,0.3478,0.0435,0.6087,0.6594,0.1344,0.5351,0.2972,-0.7634
pg32840-2,0.0226,0.337,0.0435,0.0699,0.0221,0.0245,0.0338,0.0784,0.0318,0.0001,0.0083,0.0057,0.0076,0.1263,0.0528,0.0247,0.1818,0.0909,0.7273,0.6704,0.1344,0.5351,0.2972,-0.7634
pg32840-20,0.0165,0.2792,0.0626,0.084,0.0231,0.0281,0.0329,0.0778,0.0342,0.0005,0.0077,0.0061,0.0039,0.125,0.0954,0.0157,0.35,0.15,0.5,0.682,0.1344,0.5351,0.2972,-0.7634
pg32840-21,0.019,0.1886,0.1352,0.1036,0.0258,0.0223,0.0352,0.0742,0.0346,0.0007,0.0089,0.007,0.006,0.126,0.0263,0.0231,0.087,0.3478,0.5652,0.7505,0.1344,0.5351,0.2972,-0.7634
pg32840-22,0.019,0.1928,0.1174,0.096,0.0233,0.0226,0.0354,0.0717,0.0375,0.0006,0.0075,0.0073,0.0049,0.1225,-0.0149,0.0223,0.1905,0.381,0.4286,0.7471,0.1344,0.5351,0.2972,-0.7634
pg32840-23,0.0138,0.2763,0.0983,0.0785,0.0232,0.0241,0.0342,0.0754,0.0342,0.0001,0.0097,0.0051,0.0032,0.1245,0.0849,0.0149,0.2727,0.0909,0.6364,0.6862,0.1344,0.5351,0.2972,-0.7634
pg32840-24,0.0186,0.2126,0.1285,0.089,0.0192,0.0249,0.0332,0.0769,0.0339,0.0007,0.0074,0.0041,0.0073,0.1223,0.0287,0.0232,0.3043,0.3043,0.3913,0.737,0.1344,0.5351,0.2972,-0.7634
pg32840-25,0.0193,0.197,0.1136,0.0937,0.0239,0.0243,0.0361,0.0706,0.0331,0.0001,0.0085,0.0061,0.0068,0.1215,0.0547,0.0208,0.2609,0.2609,0.4783,0.7158,0.1344,0.5351,0.2972,-0.7634
pg32840-3,0.0106,0.2852,0.1858,0.0611,0.0234,0.027,0.0364,0.0811,0.0286,0.0005,0.0083,0.0065,0.0048,0.1328,0.1805,0.0117,0.0952,0.2857,0.619,0.6066,0.1344,0.5351,0.2972,-0.7634
pg32840-4,0.0152,0.3431,0.0327,0.0655,0.0231,0.0206,0.0332,0.0804,0.0308,0.0002,0.008,0.0063,0.0043,0.1281,0.1063,0.0174,0.1739,0.2609,0.5652,0.6108,0.1344,0.5351,0.2972,-0.7634
pg32840-5,0.0164,0.3362,0.0366,0.0781,0.0257,0.0206,0.0344,0.0804,0.032,0.0007,0.0093,0.0082,0.0061,0.133,0.1,0.0192,0.2174,0.2609,0.5217,0.6641,0.1344,0.5351,0.2972,-0.7634
pg32840-6,0.0206,0.2048,0.1708,0.0854,0.0264,0.0215,0.0319,0.0803,0.0337,0.0005,0.0086,0.0073,0.0079,0.1286,0.0168,0.026,0.2,0.2,0.6,0.7031,0.1344,0.5351,0.2972,-0.7634
pg32840-7,0.0193,0.3589,0.0409,0.0767,0.0211,0.0256,0.0316,0.0832,0.0308,0.0008,0.0085,0.0075,0.0088,0.1316,0.0595,0.0203,0.1739,0.1304,0.6957,0.6952,0.1344,0.5351,0.2972,-0.7634
pg32840-8,0.0185,0.24,0.0442,0.0801,0.0195,0.0219,0.0312,0.0754,0.0316,0.0014,0.0087,0.0105,0.0081,0.1272,0.0595,0.0207,0.1818,0.1818,0.6364,0.6684,0.1344,0.5351,0.2972,-0.7634
pg32840-9,0.0226,0.1968,0.0152,0.0816,0.017,0.0221,0.0317,0.0812,0.0337,0.0012,0.0087,0.0068,0.011,0.1296,-0.0129,0.0241,0.2609,0.2609,0.4783,0.7188,0.1344,0.5351,0.2972,-0.7634
pg34034-1,0.0145,0.428,0.0927,0.0633,0.0187,0.0273,0.0385,0.0776,0.0294,0.0007,0.0049,0.0222,0.0133,0.1439,0.0475,0.0103,0.1724,0.3448,0.4828,0.742,0.1344,0.6915,-0.1787,0.7028
pg34034-10,0.0132,0.3826,0.1966,0.0832,0.0292,0.0243,0.0334,0.0713,0.0284,0.0001,0.0056,0.0215,0.0226,0.1319,-0.0634,0.0156,0.2414,0.3103,0.4483,0.7327,0.1344,0.6915,-0.1787,0.7028
pg34034-11,0.0115,0.2498,0.204,0.0896,0.0261,0.0255,0.0412,0.074,0.0247,0.0002,0.0072,0.0196,0.0166,0.1422,0.0251,0.0104,0.1852,0.2222,0.5926,0.7642,0.1344,0.6915,-0.1787,0.7028
pg34034-12,0.0142,0.2981,0.2014,0.0733,0.0268,0.0292,0.0417,0.0727,0.0266,0.0003,0.0061,0.0244,0.0186,0.1452,-0.0126,0.0148,0.3793,0.1034,0.5172,0.7862,0.1344,0.6915,-0.1787,0.7028
pg34034-2,0.0205,0.2564,0.1804,0.0855,0.0237,0.023,0.036,0.0678,0.0402,0.0003,0.0042,0.0176,0.0185,0.1259,-0.1291,0.0226,0.2581,0.3871,0.3548,0.8179,0.1344,0.6915,-0.1787,0.7028
pg34034-3,0.0195,0.1921,0.2829,0.0755,0.0203,0.0264,0.0271,0.0671,0.0408,0.0002,0.006,0.02,0.0193,0.1204,-0.1376,0.0215,0.3667,0.2333,0.4,0.749,0.1344,0.6915,-0.1787,0.7028
pg34034-4,0.016,0.2934,0.1644,0.0929,0.0257,0.0271,0.0281,0.0645,0.0379,0.0001,0.0041,0.0185,0.0192,0.1153,-0.1076,0.0171,0.3548,0.3871,0.2581,0.7854,0.1344,0.6915,-0.1787,0.7028
pg34034-5,0.0141,0.3059,0.2663,0.1034,0.0254,0.0225,0.0342,0.0615,0.0387,0.0003,0.0071,0.0183,0.0129,0.1214,-0.0955,0.0122,0.2581,0.1935,0.5484,0.8073,0.1344,0.6915,-0.1787,0.7028
pg34034-6,0.0142,0.3649,0.228,0.0807,0.0237,0.0281,0.0402,0.0656,0.0365,0.0009,0.0055,0.0176,0.0163,0.1298,-0.0757,0.0136,0.3448,0.2069,0.4483,0.7567,0.1344,0.6915,-0.1787,0.7028
pg34034-7,0.01,0.2391,0.298,0.0853,0.0251,0.0257,0.0328,0.0689,0.0295,0.0002,0.0042,0.0254,0.0217,0.1315,-0.0667,0.0092,0.2258,0.3226,0.4516,0.7837,0.1344,0.6915,-0.1787,0.7028
pg34034-8,0.0125,0.2192,0.3516,0.0848,0.0247,0.0252,0.0421,0.0627,0.0308,0.0004,0.0055,0.0248,0.0218,0.1355,-0.0522,0.0119,0.4333,0.3,0.2667,0.7746,0.1344,0.6915,-0.1787,0.7028
pg34034-9,0.0149,0.157,0.31,0.1031,0.0224,0.0204,0.0358,0.0617,0.0314,0.0002,0.0048,0.0233,0.027,0.1258,-0.1069,0.0198,0.3667,0.2667,0.3667,0.7767,0.1344,0.6915,-0.1787,0.7028
pg34202-1,0.0154,0.1709,0.3782,0.059,0.0235,0.0243,0.048,0.0822,0.036,0.0001,0.0063,0,0.0017,0.1366,0.1159,0.0095,0.2273,0.0455,0.7273,0.6844,0.1348,0.4066,-0.1546,0.0239
pg34202-10,0.0149,0.1538,0.2926,0.0776,0.0203,0.0243,0.044,0.079,0.0382,0.0003,0.0025,0,0.0019,0.1258,0.0829,0.0111,0.1739,0.3043,0.5217,0.71,0.1348,0.4066,-0.1546,0.0239
pg34202-2,0.0143,0.3456,0.1429,0.0471,0.018,0.0226,0.0492,0.0796,0.0328,0.0001,0.0054,0,0.0011,0.1343,0.2072,0.0052,0.0526,0.1579,0.7895,0.6296,0.1348,0.4066,-0.1546,0.0239
pg34202-3,0.0161,0.3623,0.0928,0.0517,0.0173,0.0249,0.0518,0.0834,0.0353,0.0004,0.0036,0,0.0018,0.1392,0.1413,0.0081,0.0952,0.0476,0.8571,0.6953,0.1348,0.4066,-0.1546,0.0239
pg34202-4,0.0162,0.2719,0.1546,0.0602,0.0174,0.0262,0.0456,0.0744,0.0364,0,0.004,0,0.0013,0.124,0.1242,0.0085,0.1905,0.1905,0.619,0.7112,0.1348,0.4066,-0.1546,0.0239
pg34202-5,0.0154,0.4308,0.02,0.0502,0.0148,0.0251,0.05,0.0777,0.0339,0.0001,0.0025,0.0002,0.0005,0.1305,0.2008,0.006,0.0435,0.087,0.8696,0.6864,0.1348,0.4066,-0.1546,0.0239
pg34202-6,0.0178,0.186,0.3915,0.073,0.0238,0.0268,0.047,0.076,0.0381,0.0001,0.0055,0,0.0016,0.1286,0.0985,0.0102,0,0.1739,0.8261,0.7201,0.1348,0.4066,-0.1546,0.0239
pg34202-7,0.0164,0.2022,0.3253,0.069,0.022,0.0229,0.0467,0.079,0.0377,0.0003,0.0047,0.0001,0.0015,0.1308,0.0954,0.0104,0,0.1304,0.8696,0.7163,0.1348,0.4066,-0.1546,0.0239
pg34202-8,0.0163,0.2738,0.2195,0.0771,0.0204,0.0241,0.0452,0.0779,0.0384,0.0003,0.0026,0,0.0013,0.126,0.0985,0.0136,0.1,0.05,0.85,0.7077,0.1348,0.4066,-0.1546,0.0239
pg34202-9,0.0172,0.2266,0.2046,0.0887,0.0203,0.0214,0.0456,0.0774,0.0401,0.0003,0.0028,0,0.0014,0.1261,0.0595,0.0142,0,0.087,0.913,0.7331,0.1348,0.4066,-0.1546,0.0239
pg41191-1,0.0057,0.3082,0.3464,0.0672,0.0269,0.0268,0.0457,0.0689,0.0403,0.0005,0.0085,0,0.0022,0.1236,-0.0003,0.006,0.3077,0.1795,0.5128,0.7017,0.1349,0.3924,-0.1796,-2.9083
pg41191-2,0.0062,0.2339,0.3244,0.077,0.0269,0.0263,0.0411,0.0633,0.0413,0.0008,0.0084,0,0.005,0.1136,-0.0229,0.0124,0.325,0.225,0.45,0.7201,0.1349,0.3924,-0.1796,-2.9083
pg41191-3,0.0093,0.2658,0.1735,0.0748,0.0257,0.0276,0.041,0.0649,0.0404,0.0003,0.0095,0,0.006,0.1157,-0.0367,0.0155,0.275,0.275,0.45,0.7397,0.1349,0.3924,-0.1796,-2.9083
pg29860-1,0.0242,0.3873,0.0671,0.0614,0.0176,0.0257,0.0349,0.0669,0.0499,0.0014,0.0032,0.0034,0.0112,0.1098,-0.1053,0.0005,0.4444,0.0833,0.4722,0.6991,0.135,0.0078,-0.0433,-41.2908
pg29860-2,0.0214,0.3775,0.107,0.0539,0.0171,0.028,0.0379,0.0633,0.0488,0.0021,0.0043,0.0047,0.0062,0.1123,-0.0582,0.0002,0.4474,0.1316,0.4211,0.6508,0.135,0.0078,-0.0433,-41.2908
pg29860-3,0.0223,0.2884,0.0791,0.0737,0.0123,0.029,0.0306,0.0636,0.0537,0.001,0.0023,0.0069,0.0116,0.1044,-0.1365,0.0003,0.2895,0.1579,0.5526,0.6923,0.135,0.0078,-0.0433,-41.2908
pg29860-4,0.0158,0.4,0.1344,0.0734,0.0181,0.0315,0.0333,0.0597,0.0453,0.0025,0.0036,0.0037,0.0072,0.1028,-0.0431,0.0004,0.3421,0.1842,0.4737,0.6349,0.135,0.0078,-0.0433,-41.2908
pg29860-5,0.0199,0.3909,0.0838,0.0643,0.0168,0.0293,0.0337,0.0631,0.0466,0.0026,0.0023,0.0035,0.0067,0.1052,-0.0575,0.0004,0.1842,0.1579,0.6579,0.6269,0.135,0.0078,-0.0433,-41.2908
pg29860-6,0.0261,0.3153,0.1959,0.0707,0.0181,0.0296,0.0367,0.0643,0.0524,0.002,0.0026,0.0043,0.0102,0.1099,-0.1248,0.0002,0.5263,0.1053,0.3684,0.7038,0.135,0.0078,-0.0433,-41.2908
pg29860-7,0.0266,0.3576,0.0795,0.0716,0.0144,0.0268,0.0307,0.0627,0.0551,0.0016,0.0028,0.0031,0.0083,0.1008,-0.1187,0.0004,0.4865,0.0811,0.4324,0.6786,0.135,0.0078,-0.0433,-41.2908
pg34500-1,0.0183,0.3828,0.1017,0.0557,0.0279,0.0264,0.0393,0.0793,0.0348,0.0002,0.0067,0.0074,0.0074,0.1329,0.045,0.0125,0.24,0.12,0.64,0.7529,0.135,0.5614,-0.1268,0.388
pg34500-10,0.025,0.2087,0.2123,0.0833,0.0293,0.0237,0.0326,0.0733,0.0431,0.0008,0.0078,0.0069,0.0081,0.1214,-0.0608,0.0218,0.1923,0.2692,0.5385,0.8263,0.135,0.5614,-0.1268,0.388
pg34500-11,0.0257,0.2712,0.23,0.059,0.0258,0.0262,0.0321,0.0741,0.0417,0.0004,0.0056,0.0047,0.0065,0.1169,-0.0118,0.0196,0.2692,0.2308,0.5,0.7472,0.135,0.5614,-0.1268,0.388
pg34500-12,0.0195,0.1684,0.4605,0.0495,0.0378,0.0249,0.0314,0.0658,0.0403,0.0006,0.0062,0.0049,0.004,0.1089,0.0299,0.009,0,0.2,0.8,0.6762,0.135,0.5614,-0.1268,0.388
pg34500-13,0.0238,0.2749,0.2591,0.0701,0.0372,0.0241,0.0315,0.0603,0.0426,0.0007,0.0071,0.0068,0.0073,0.1064,-0.0548,0.016,0.12,0.24,0.64,0.7496,0.135,0.5614,-0.1268,0.388
pg34500-14,0.0221,0.2917,0.3227,0.0689,0.0408,0.0275,0.0313,0.0646,0.0447,0.0005,0.0072,0.0064,0.0077,0.11,-0.0617,0.0143,0.0833,0.25,0.6667,0.7529,0.135,0.5614,-0.1268,0.388
pg34500-15,0.0176,0.2094,0.3443,0.0594,0.0347,0.0263,0.0345,0.0636,0.0381,0.0003,0.0075,0.0062,0.0062,0.1121,0.0099,0.0112,0.2381,0.1905,0.5714,0.7329,0.135,0.5614,-0.1268,0.388
pg34500-16,0.0206,0.1776,0.2202,0.0704,0.0304,0.0254,0.0349,0.0661,0.0408,0.0006,0.0078,0.009,0.0107,0.1184,-0.0459,0.0143,0.2,0.24,0.56,0.7846,0.135,0.5614,-0.1268,0.388
pg34500-17,0.0265,0.3116,0.2055,0.0319,0.0207,0.04,0.0441,0.0872,0.036,0.0018,0.0047,0.0031,0.0034,0.1409,0.1004,0.0072,0.2692,0.1154,0.6154,0.6704,0.135,0.5614,-0.1268,0.388
pg34500-2,0.0228,0.3598,0.0275,0.0712,0.0233,0.0236,0.0318,0.0808,0.0361,0.0002,0.008,0.0074,0.0091,0.1282,0.0032,0.0201,0.2174,0.2174,0.5652,0.799,0.135,0.5614,-0.1268,0.388
pg34500-3,0.0233,0.2506,0.2317,0.0617,0.0285,0.0281,0.0339,0.0739,0.0418,0.0008,0.0062,0.007,0.0096,0.1218,-0.0513,0.0176,0.2692,0.2308,0.5,0.7877,0.135,0.5614,-0.1268,0.388
pg34500-4,0.0216,0.2764,0.192,0.0725,0.0306,0.0239,0.0314,0.0667,0.0397,0.0003,0.0069,0.0085,0.0078,0.1138,-0.025,0.0175,0,0.24,0.76,0.7617,0.135,0.5614,-0.1268,0.388
pg34500-5,0.0169,0.2565,0.3473,0.0553,0.0328,0.0269,0.0343,0.0747,0.0354,0,0.0062,0.0061,0.0044,0.1213,0.0849,0.0108,0.4583,0.0833,0.4583,0.6889,0.135,0.5614,-0.1268,0.388
pg34500-6,0.023,0.2089,0.2941,0.0563,0.027,0.0279,0.0337,0.0695,0.0406,0.0004,0.0064,0.0075,0.0072,0.1175,-0.019,0.0154,0.3846,0.3077,0.3077,0.7382,0.135,0.5614,-0.1268,0.388
pg34500-7,0.0272,0.2366,0.2612,0.0606,0.029,0.0248,0.032,0.0735,0.0394,0.0002,0.0085,0.0045,0.0074,0.1187,-0.021,0.0214,0.3462,0.3077,0.3462,0.7344,0.135,0.5614,-0.1268,0.388
pg34500-8,0.027,0.2393,0.1556,0.0669,0.0263,0.0236,0.0303,0.0678,0.0399,0.0003,0.0064,0.0087,0.0105,0.1135,-0.0441,0.0241,0.2917,0.375,0.3333,0.7855,0.135,0.5614,-0.1268,0.388
pg34500-9,0.0298,0.146,0.2902,0.0804,0.0271,0.0232,0.0307,0.0651,0.0426,0.0001,0.0086,0.006,0.0065,0.1105,-0.0522,0.0253,0.16,0.36,0.48,0.7795,0.135,0.5614,-0.1268,0.388
pg21087-1,0.0186,0.2208,0.1039,0.0692,0.0232,0.0329,0.0286,0.0893,0.0239,0.0001,0.0054,0.0022,0.0093,0.1256,0.0101,0.0233,0.1579,0.1053,0.7368,0.6632,0.1351,0.4902,-0.1428,-0.1119
pg21087-10,0.0136,0.1975,0.0892,0.0653,0.0342,0.0285,0.0309,0.0839,0.0156,0,0.0032,0.0035,0.006,0.1215,0.0542,0.0103,0.2,0.2,0.6,0.4774,0.1351,0.4902,-0.1428,-0.1119
pg21087-2,0.0164,0.2516,0.0792,0.0588,0.0207,0.0327,0.0286,0.0863,0.0217,0.0002,0.0037,0.0018,0.0114,0.1206,0.0096,0.019,0.3158,0.2105,0.4737,0.6563,0.1351,0.4902,-0.1428,-0.1119
pg21087-3,0.0173,0.2529,0.0583,0.0664,0.0194,0.028,0.0305,0.0874,0.0209,0.0001,0.0028,0.0087,0.0121,0.1295,0.0117,0.0184,0.2105,0.3684,0.4211,0.653,0.1351,0.4902,-0.1428,-0.1119
pg21087-4,0.0211,0.1782,0.0448,0.0679,0.0191,0.0271,0.0239,0.0852,0.0284,0,0.0032,0.0021,0.0166,0.1144,-0.0076,0.0287,0.25,0.1,0.65,0.7442,0.1351,0.4902,-0.1428,-0.1119
pg21087-5,0.0168,0.2148,0.0639,0.0733,0.0268,0.0301,0.0282,0.0821,0.0224,0.0003,0.0035,0.003,0.0165,0.1171,-0.0014,0.0232,0.2353,0.1176,0.6471,0.7195,0.1351,0.4902,-0.1428,-0.1119
pg21087-6,0.0146,0.2401,0.0637,0.0658,0.03,0.032,0.0263,0.085,0.0209,0,0.0039,0.0017,0.0128,0.1169,0.0112,0.0168,0.4,0.05,0.55,0.618,0.1351,0.4902,-0.1428,-0.1119
